,1-5_a,10-12_a,11-12_a,4-9_a,6-11_a,6-9-2_a,6-9_a,8-10_a,9-11_a,9-10_a,5-6_a,1-5_b,10-12_b,11-12_b,4-9_b,6-11_b,6-9-2_b,6-9_b,8-10_b,9-11_b,9-10_b,5-6_b,sea_a,sea_b
0,41635.1,0,0,0,0,0,0,0,0,5514387.8,0,0,60126700,28281300,291464,15391400,3304490,1445790,65647.2,25541500,0,1712610,0,158448000
1,0,0,0,0,0,0,0,0,0,29890012.2,0,5497445.1,476948300,197200700,30084036,243000600,73252110,50053010,13267752.8,248908500,0,63912690,0,679409000
2,0,0,49031000,0,0,0,0,0,0,0,0,7984790,82723000,0,28677700,38284000,25587400,28783700,13253900,36108000,14822800,42040700,0,17107000
3,1616500,194686000,158204100,10438800,102944000,38110700,20887800,4699500,135183000,0,27771600,0,0,0,0,0,0,0,0,0,25010100,0,426841000,0
4,9467330,512546000,222900900,42637710,269928800,83532000,63466240,16181610,285920000,0,84710370,0,0,0,0,0,0,0,0,0,40169581,0,809853000,0
5,15006470,506467000,229267000,63376090,310099200,97510300,82159960,23299190,297832000,0,109386430,0,0,0,0,0,0,0,0,0,40223219,0,781910000,0
6,14358800,340657000,167912000,56769600,240328000,72201000,67026500,23397200,215046000,0,84663600,0,0,0,0,0,0,0,0,0,25805900,0,516810000,0
7,7550600,84592000,23282000,18425000,55051000,9960000,20297000,17227700,77453000,0,22170000,0,0,0,0,0,0,0,0,0,13535800,0,74890000,0
8,0,0,0,0,0,0,0,0,0,7424900,0,6629600,280090000,171779000,37501300,181675000,72398000,48694000,2488700,146234000,0,58073500,0,511980000
9,0,0,0,0,0,0,0,0,0,20877900,0,10987600,490376000,206130000,48237700,271657000,89127400,65740100,18919900,261510000,0,87836900,0,756112000
10,0,0,0,0,0,0,0,0,0,12252300,0,9911170,421821000,177984500,43908350,236946830,73516700,58818556,20686900,225534600,0,78703473,0,646001000
11,0,0,0,0,0,0,0,0,0,6470870,0,8401650,332563000,105962100,35307050,170408170,54312400,45495544,18829320,170884400,0,59344427,0,466170000
12,0,0,0,0,0,0,0,0,0,0,0,6545450,213832000,37927500,25314200,97971000,33770500,30118800,15236580,106368000,745560,37500400,0,256128000
13,0,0,39337700,0,0,0,0,0,0,0,0,3164430,81549000,0,10872400,18889000,5869000,10234300,9287400,27075000,6643310,9317600,0,26794000
14,2701790,94964000,116857300,9912200,69283000,29190000,15412300,1416800,76684000,0,23248100,0,0,0,0,0,0,0,0,0,12459510,0,252665000,0
15,6531310,302534000,162746100,29095300,164899900,58897800,41428300,11050100,182380300,0,56278400,0,0,0,0,0,0,0,0,0,22288590,0,517021000,0
16,9813930,372360700,158033000,41018000,211129100,64760900,55226400,15668589,210857700,0,73128920,0,0,0,0,0,0,0,0,0,27524610,0,574630000,0
17,10846470,311317300,137555000,42699000,193471000,59445400,52891000,17310711,183748000,0,67971380,0,0,0,0,0,0,0,0,0,21493490,0,474272000,0
18,8917900,205405000,95124000,30217200,133787000,37739900,36446300,15519600,128942000,0,43115200,0,0,0,0,0,0,0,0,0,14276700,0,307137000,0
19,3501400,45027000,0,4251900,18419000,0,4695000,10434700,39555000,0,6214200,0,0,0,0,0,2039000,0,0,0,8014300,0,25970000,0
20,0,0,0,0,0,0,0,0,0,7299200,0,5791000,195509000,127472000,25950800,122195000,49842700,33798900,4785700,113283000,0,37420600,0,367754000
21,0,0,0,0,0,0,0,0,0,18752700,0,8553300,396644300,163059000,36241100,209977000,69735420,49804900,15530100,213060000,0,66385600,0,613386000
22,0,0,0,0,0,0,0,0,0,13400810,0,8622680,407256700,153317000,38265300,213056400,68138180,52288800,17911140,210736200,0,70690270,0,610516000
23,0,0,0,0,0,0,0,0,0,8450390,0,7955432,338705000,123813000,34636800,174699600,56716700,45614300,17539660,176963800,0,60572730,0,497775000
24,0,0,0,0,0,0,0,0,0,1563700,0,6711338,230142000,56587700,27332700,110268000,38474000,33246600,15023800,118308000,0,42844400,0,295819000
25,0,0,21386100,0,0,0,0,0,0,0,0,4138450,77470000,0,13993700,27309000,9799000,13702500,9485500,32654000,6456590,14704200,0,40120000
26,1851230,99450000,108000600,6752400,63483000,26452000,12184400,1363200,75318000,0,19778700,0,0,0,0,0,0,0,0,0,13271210,0,250272000,0
27,6342690,282830000,185508000,27356800,161958000,58212500,39423700,10724700,182340500,0,54944600,0,0,0,0,0,0,0,0,0,23165800,0,524286000,0
28,9812060,370433000,188691000,40804900,216323000,66578400,55756320,15488870,220719500,0,75376763,0,0,0,0,0,0,0,0,0,29365480,0,614610000,0
29,11458720,369048770,170525000,46975900,223641000,69220600,60180580,18382390,218135000,0,78843937,0,0,0,0,0,0,0,0,0,27374800,0,577970000,0
30,11203000,291808230,153102000,42725700,194115000,57547500,52332000,18573540,183209000,0,64608900,0,0,0,0,0,0,0,0,0,21177320,0,467902000,0
31,8463300,176414000,81321000,26430100,114152000,30261000,31684000,16418300,120110000,0,36636700,0,0,0,0,0,0,0,0,0,15721900,0,254920000,0
32,0,0,0,0,0,0,0,7964000,0,0,0,347700,44240000,38234000,9428800,39329000,22723000,12068000,0,2928000,7131500,9727100,0,111260000
33,0,0,0,0,0,0,0,0,0,11767500,0,7890000,285523000,152168000,32702100,165417000,61529300,42939500,10397300,161874000,0,52862900,0,486598000
34,0,0,0,0,0,0,0,0,0,16587800,0,8590500,413858000,157581000,38408100,218057000,71371200,52370600,17235600,217771000,0,70405200,0,622705000
35,0,0,0,0,0,0,0,0,0,10671740,0,8333000,363323000,153407000,36656900,198950600,62467600,49393500,18061870,195451000,0,66208660,0,559522000
36,0,0,0,0,0,0,0,0,0,5636960,0,7375130,290132000,104639000,31215400,151523400,48473900,40367400,16739850,153481900,0,52834540,0,420291000
37,0,0,0,0,0,0,0,0,0,0,0,5691642,179068000,33086000,22253600,83610000,28076000,26172500,13435280,90025100,1117600,32754700,0,213807000
38,0,0,45740000,0,0,1877000,0,0,0,0,0,1811888,38120000,0,6613300,2135000,0,5057800,6926200,5921000,7000100,3094600,27406000,0
39,3660890,142274000,123126000,14480600,87087000,36637000,21145800,4530400,101039540,0,29653400,0,0,0,0,0,0,0,0,0,13215300,0,306159000,0
40,6983040,280771000,166378000,30533700,164426890,57469700,42506900,11646500,177531460,0,57639470,0,0,0,0,0,0,0,0,0,21315000,0,491755900,0
41,9077830,286575000,165519000,37434710,182302110,56569830,49115400,14554928,181869000,0,64609890,0,0,0,0,0,0,0,0,0,23128100,0,488490100,0
42,9265300,216281000,153295000,35459590,158313000,48385170,43678200,15028772,152145000,0,55174340,0,0,0,0,0,0,0,0,0,16997200,0,390020000,0
43,7330400,160440900,81837000,23227000,106634000,28313200,28292000,13069800,104760000,0,32803600,0,0,0,0,0,0,0,0,0,11976200,0,246342000,0
44,2003000,10406400,0,0,1297000,0,0,7598800,16646000,0,1193000,0,0,11450000,363900,0,8424600,973400,0,0,4982400,0,0,20090000
45,0,0,0,0,0,0,0,0,0,8703100,0,5958800,252372300,72091000,24773000,120589000,47905700,32485100,6823000,119355000,0,37037700,0,364605000
46,0,0,0,0,0,0,0,0,0,15599800,0,7829200,385106000,107709000,32951140,186138000,62613300,44940400,14430200,189248000,0,60519040,0,538212000
47,0,0,0,0,0,0,0,0,0,10458030,0,7637600,349050000,119573000,33222460,178291200,58180300,44783200,15872944,178322000,0,60427260,0,509363000
48,0,0,0,0,0,0,0,0,0,5938670,0,6848090,273080000,104302000,29304600,143087800,46628000,38055100,15128856,145692860,0,50082100,0,404304000
49,0,0,0,0,0,0,0,0,0,0,0,5465100,165470000,49284000,21941400,84587000,28493000,26140600,12415300,89347840,175800,33174700,0,218436000
50,0,0,29559000,0,0,347000,0,0,0,0,0,2061020,29630000,0,7491900,6266000,0,6219100,6258800,6875300,6689300,5134200,17390000,0
51,3321220,140960000,105963000,12551300,78446000,33465000,18605100,4509600,94909340,0,26407800,0,0,0,0,0,0,0,0,0,12848100,0,287114000,0
52,6615590,282910000,164232000,29092200,160669200,56686700,40838400,11302800,176243660,0,55801700,0,0,0,0,0,0,0,0,0,21288900,0,495746000,0
53,9203000,304111000,189835000,38279970,193914800,60137400,51275300,14775450,197380000,0,67984380,0,0,0,0,0,0,0,0,0,25879100,0,539994000,0
54,10323200,327922000,139040000,41298530,194446000,59694800,52327000,16784350,189186000,0,67140020,0,0,0,0,0,0,0,0,0,22734870,0,499318000,0
55,9734100,260516000,111720000,35014200,162143000,46546500,43040100,16532300,154610000,0,52045200,0,0,0,0,0,0,0,0,0,17709330,0,388778000,0
56,6202800,106240200,64790000,16801400,73757000,17085000,19988000,13500200,85884000,0,24294000,0,0,0,0,0,0,0,0,0,12070900,0,164460000,0
57,0,0,0,0,0,0,0,3304800,0,0,0,2537100,103294200,42200000,15715900,62134000,30567500,19551000,0,33866000,4130500,17707000,0,175820000
58,0,0,0,0,0,0,0,0,0,13910600,0,7540800,307241000,136920000,31144100,164557000,59879921,41425200,12116100,170211000,0,52828800,0,489624000
59,0,0,0,0,0,0,0,0,0,14320900,0,8068400,380690000,143920000,35784600,200389000,65626979,48600100,16489000,200474000,0,65519290,0,571135000
60,0,0,0,0,0,0,0,0,0,9378200,0,7695800,345674000,123395000,33461700,179211030,56635000,44922200,16797389,178089000,0,59942620,0,508022000
61,0,0,0,0,0,0,0,0,0,4755300,0,6791500,258670000,98889000,28648300,136613970,43992000,36805400,15483611,139645400,0,47975390,0,380039000
62,0,0,0,0,0,0,0,0,0,0,0,5065460,149400000,31183000,19791700,71632000,23790000,22962500,12089600,77198670,1752100,28539600,0,180658000
63,0,0,44574000,0,6014000,5453000,0,0,4570380,0,312200,932770,15500000,0,4023500,0,0,2218100,5296700,0,7168300,0,48819000,0
64,3816930,151650000,117642000,15449000,88299000,37317000,22147800,5505100,104834690,0,30582300,0,0,0,0,0,0,0,0,0,13215700,0,307871000,0
65,6789800,252210000,171031000,29572200,156121900,54742800,40834600,11388100,168780000,0,55262435,0,0,0,0,0,0,0,0,0,20024680,0,465266000,0
66,8565400,260670000,167900000,35304880,171551100,53318000,46306200,13873080,172602000,0,60658595,0,0,0,0,0,0,0,0,0,21922420,0,462994000,0
67,8851900,278193000,79150000,33827320,152299000,46361110,41925000,14429920,147197000,0,52791370,0,0,0,0,0,0,0,0,0,16689640,0,377305000,0
68,6978100,140451000,86730000,21999200,100016000,26507390,26610700,12412600,98505000,0,30994100,0,0,0,0,0,0,0,0,0,11267860,0,231702000,0
69,1958300,0,12780000,0,3487000,0,0,7199000,19186000,0,1565900,0,5064000,0,206800,0,7006300,523700,0,0,5463300,0,0,8347000
70,0,0,0,0,0,0,0,0,0,6603700,0,5337400,198311000,83660000,22235100,104695000,42692000,28921300,5872400,103171000,0,32356000,0,317336000
71,0,0,0,0,0,0,0,0,0,14640330,0,7268300,316159000,135510000,30141740,169141000,57828000,41040700,13370300,174875000,0,54835190,0,492971000
72,0,0,0,0,0,0,0,0,0,10063170,0,7220700,334210000,104200000,31229760,166805700,55107000,41986700,14927280,168017000,0,56735030,0,475687000
73,0,0,0,0,0,0,0,0,0,5333900,0,6451100,260120000,91810000,27517700,134032300,43822000,35697100,14236120,136267000,0,47027680,0,376357000
74,0,0,0,0,0,0,0,0,0,0,0,5021200,145560000,51021000,20174300,78167000,25758000,24007000,11556700,81463500,522000,30390200,0,199545000
75,0,0,23121000,0,0,2823000,0,0,0,0,0,1337900,12870000,0,5470900,1740000,0,4133200,5341000,1139800,6680500,2781300,26719000,0
76,3486100,143680000,100030000,13760700,78735000,33901000,19743800,5014000,95375300,0,27145700,0,0,0,0,0,0,0,0,0,12411300,0,280881000,0
77,6449700,255380000,166480000,28438900,152787200,54224000,39580700,11042200,167691000,0,53525480,0,0,0,0,0,0,0,0,0,20014740,0,466624000,0
78,8736200,323910000,141830000,36440896,183285800,56973700,48589500,14237340,186121000,0,63733610,0,0,0,0,0,0,0,0,0,23914860,0,507083000,0
79,9809200,306208000,121820000,38431104,179711000,54556530,48399200,15928360,173866000,0,61555510,0,0,0,0,0,0,0,0,0,20544350,0,456862000,0
80,8845500,219916000,112660000,30624500,144224000,40520070,37782700,15275800,139103000,0,45480500,0,0,0,0,0,0,0,0,0,16166450,0,345955000,0
81,5046900,94033000,36430000,12067000,55386000,11000500,14341000,11903500,69829000,0,18578000,0,0,0,0,0,0,0,0,0,10906200,0,122710000,0
82,0,0,0,0,0,0,0,740000,0,0,0,3400100,107789000,68340000,17761100,71805000,33791400,22183000,0,49993000,2312500,20983800,0,206850000
83,0,0,0,0,0,0,0,0,0,14576700,0,7331200,299771000,142810000,30408500,163080000,58980800,40656100,12508500,171682000,0,52669700,0,486840000
84,0,0,0,0,0,0,0,0,0,13564950,0,7807900,364067000,142200000,34487370,192659000,63013600,46846300,16055300,193365000,0,63180567,0,551859300
85,0,0,0,0,0,0,0,0,0,9034450,0,7464400,321450000,132870000,32406930,172733319,54860000,43488700,16323010,172575000,0,57901993,0,492552700
86,0,0,0,0,0,0,0,0,0,4567900,0,6605400,259300000,88850000,27922400,132192681,42843000,35797700,15039990,135951000,0,46639140,0,370625000
87,0,0,0,0,0,0,0,0,0,0,0,4942800,150250000,27840000,19483600,70296000,23603000,22633200,11724500,75956900,1631900,28180900,0,178475000
88,0,0,45220000,0,5743000,5044000,0,0,5187500,0,0,985500,15580000,0,4203100,0,0,2425100,5005200,0,7242800,70200,49400000,0
89,3779400,152520000,118320000,15123500,88019000,37006000,21804600,5634000,105572400,0,30236100,0,0,0,0,0,0,0,0,0,13460600,0,309899000,0
90,6786900,261950000,164480000,29505000,156687700,54970000,40799900,11402000,169653000,0,55464230,0,0,0,0,0,0,0,0,0,20179870,0,469325000,0
91,8622800,264520000,171720000,35558810,173627300,54046300,46821000,13921980,175775000,0,61594930,0,0,0,0,0,0,0,0,0,22555130,0,473292000,0
92,9004000,260370000,115680000,34928090,158631000,48466800,43562900,14724920,154290000,0,55125040,0,0,0,0,0,0,0,0,0,17829400,0,398658000,0
93,7582000,192428000,67850000,24995000,114348000,31044800,30385400,13198500,110778000,0,35741700,0,0,0,0,0,0,0,0,0,12645000,0,268062000,0
94,3147600,22683000,28130000,4430700,22299000,0,5020300,8730600,35986000,0,7507200,0,0,0,0,0,587900,0,0,0,6834700,0,37596000,0
95,0,0,0,0,0,0,0,0,0,3789900,0,4625900,172341000,69820000,20582000,91649000,39515000,26378600,3688700,84643000,0,28063000,0,275353000
96,0,0,0,0,0,0,0,0,0,14834840,0,7237200,307520000,134510000,29703980,164662000,57445800,40257700,12895500,171918000,0,53327440,0,483157000
97,0,0,0,0,0,0,0,0,0,10715460,0,7288500,344350000,100180000,31474320,169615100,56058200,42364590,14917190,170640000,0,57314310,0,482384000
98,0,0,0,0,0,0,0,0,0,5848550,0,6557700,270470000,94330000,27994100,139178100,45312000,36594810,14417510,140774000,0,48343650,0,391039000
99,0,0,0,0,0,0,0,0,0,110650,0,5234100,161290000,56530000,21204600,86148800,28240000,25653400,12040800,89034000,0,32685000,0,222917000
100,0,0,15210000,0,0,0,0,0,0,0,0,1835500,26160000,0,7123500,9496000,67000,6189000,6288200,9641000,6387100,5733900,3624000,0
101,3247700,127770000,94050000,12546500,71933000,31531000,18044500,4108000,86463000,0,24812900,0,0,0,0,0,0,0,0,0,11820400,0,257219000,0
102,6222100,250680000,163100000,27590000,148697400,53483000,38500500,10696100,164628000,0,51920800,0,0,0,0,0,0,0,0,0,19638600,0,458433000,0
103,8670400,310550000,155310000,36286660,183255600,57215000,48489400,14149930,185984000,0,63555440,0,0,0,0,0,0,0,0,0,23703600,0,507066000,0
104,9835500,318270000,111680000,38469440,180760000,54639100,48485000,15921070,174228000,0,61690560,0,0,0,0,0,0,0,0,0,20563750,0,458824000,0
105,8853900,213150000,116720000,30523200,143508000,40317800,37623700,15280800,138099000,0,45411800,0,0,0,0,0,0,0,0,0,15920150,0,342534000,0
106,4865400,89723000,31510000,11127700,51260000,9648100,13202000,11712200,66468000,0,17382100,0,0,0,0,0,0,0,0,0,10511200,0,112390000,0
107,0,0,0,0,0,0,0,42600,0,0,0,3675100,117175000,75790000,18835200,77533000,35828730,23610000,0,57283000,1383300,22973700,0,225660000
108,0,0,0,0,0,0,0,0,0,15446100,0,7486700,317848000,144270000,31254800,170115000,60819470,42025600,12956900,178866000,0,54664100,0,508842000
109,0,0,0,0,0,0,0,0,0,14004420,0,8004500,375020000,151110000,35491730,199807000,64870800,48405000,16482900,199928000,0,65294840,0,574520060
110,0,0,0,0,0,0,0,0,0,9662080,0,7692800,340190000,134750000,33616770,179743650,57087000,45224400,16828960,179764000,0,60232980,0,515945940
111,0,0,0,0,0,0,0,0,0,5103800,0,6884700,274120000,93070000,29259200,138271350,45369000,37540300,15600840,143327000,0,49078280,0,391733000
112,0,0,0,0,0,0,0,0,0,0,0,5306800,161210000,30280000,20951300,74898000,26208000,24392100,12291700,82138000,1374200,30534900,0,191949000
113,0,0,47950000,0,4220000,3369000,0,0,3533000,0,0,1612600,19100000,0,5744700,0,0,3853100,5539200,0,7996600,1636900,51030000,0
114,3803500,165350000,125470000,14864400,93428000,38224000,22036200,5676600,112076000,0,31159200,0,0,0,0,0,0,0,0,0,15077200,0,334633000,0
115,7219200,295310000,171560000,31185900,170693800,58731000,43529500,12040300,184085000,0,59729250,0,0,0,0,0,0,0,0,0,22588070,0,515560000,0
116,9450500,311310000,175170000,38893400,193163200,59720000,51566300,15027590,195326000,0,68533651,0,0,0,0,0,0,0,0,0,25617630,0,529724000,0
117,10039000,273890000,157770000,39780100,181787000,56006400,49762000,16344290,176504000,0,63730199,0,0,0,0,0,0,0,0,0,20811000,0,458850000,0
118,8891600,236280000,83620000,30929000,140759000,39373910,37687500,15261220,134707000,0,44777800,0,0,0,0,0,0,0,0,0,15498200,0,331043000,0
119,4644700,62060000,33370000,9960600,42178000,6002232,11416000,11191400,56318000,0,14028500,0,0,0,0,0,0,0,0,0,9317700,0,82830000,0
120,0,0,0,0,0,0,0,0,0,1473800,0,4267500,161020000,70370000,20926600,90813000,40279742,26582400,1419700,74509000,0,27426700,0,266687000
121,0,0,0,0,0,0,0,0,0,16296200,0,7767500,336270000,138850000,32130500,177056000,62261800,43444900,13409200,184164000,0,57178950,0,520638000
122,0,0,0,0,0,0,0,0,0,12224500,0,7870200,373730000,118640000,34363800,188553000,61521000,46467320,16113780,187966000,0,62811580,0,534828000
123,0,0,0,0,0,0,0,0,0,6969050,0,7172100,299720000,109820000,30805900,156726480,50397000,40618580,15751620,157010000,0,53813220,0,440037000
124,0,0,0,0,0,0,0,0,0,956450,0,5926800,191420000,67230000,24135500,101610520,33416000,29593400,13540100,104820000,0,37974950,0,266595000
125,0,0,10520000,0,0,0,0,0,0,0,0,2892700,51290000,0,10466000,21116000,4867000,10001600,8134500,23031000,6256500,10589500,0,26760000
126,2841700,114000000,92180000,10474500,66562600,29345000,15727000,2537400,77993000,0,22464100,0,0,0,0,0,0,0,0,0,11790100,0,243237000,0
127,6264100,268450000,166900000,27898700,154781400,55746000,39378600,10717300,171933000,0,53311600,0,0,0,0,0,0,0,0,0,20873750,0,484229000,0
128,9194400,310610000,191500000,38644940,197658000,61572000,51961000,14861870,199981000,0,68557430,0,0,0,0,0,0,0,0,0,25868750,0,547012000,0
129,10535000,349070000,115550000,41683660,196074000,59357400,52518900,16956230,187652000,0,67229170,0,0,0,0,0,0,0,0,0,22144990,0,495486000,0
130,9540600,222410000,130110000,33478000,154941000,43849650,41070700,16392500,147441000,0,49595500,0,0,0,0,0,0,0,0,0,16636810,0,364801000,0
131,5155200,76050000,44710000,11669400,51328000,9437610,13718000,12504500,68280000,0,17579300,0,0,0,0,0,0,0,0,0,10802100,0,109320000,0
132,0,0,0,0,0,0,0,0,0,0,0,4152100,156080000,72390000,21386500,91178000,40655660,26997000,319400,69320000,181600,27265400,0,266750000
133,0,0,0,0,0,0,0,0,0,17585200,0,8131700,366320000,152240000,34418600,191773000,66916000,46676400,14172800,199062000,0,61078500,0,571628000
134,0,0,0,0,0,0,0,0,0,14948400,0,8602700,415010000,162000000,38530900,219324000,70087000,52823580,17795740,217162000,0,71292300,0,631017700
135,0,0,0,0,0,0,0,0,0,10657000,0,8225900,371060000,143430000,36259200,193935380,61547000,48843020,18083400,194035000,0,65073970,0,559646300
136,0,0,0,0,0,0,0,0,0,5632900,0,7372300,296350000,96090000,31351700,146242620,48988000,40088500,16678260,153934000,0,52548630,0,418768000
137,0,0,0,0,0,0,0,0,0,0,0,5805100,176340000,27080000,22728000,78795000,29163000,26390500,13160200,88694000,1612100,33018900,0,202180000
138,0,0,58270000,0,7854000,2981000,0,0,7718000,0,0,2375800,13150000,0,6988000,0,0,4509000,6056500,0,10377400,2004300,73780000,0
139,4057100,202790000,143230000,16059600,110592900,42951000,24643900,6336900,131857000,0,35517900,0,0,0,0,0,0,0,0,0,18901100,0,399198000,0
140,8243600,364140000,178120000,34897300,198600100,65306000,49325200,13423600,211489000,0,68253800,0,0,0,0,0,0,0,0,0,27404881,0,600823000,0
141,10987800,391710000,180410000,45022100,228055000,69677000,60046000,17170720,228918000,0,80490567,0,0,0,0,0,0,0,0,0,31079319,0,622897000,0
142,11833900,322770000,185700000,47551300,217049000,66853300,59143700,19010380,207677000,0,76541033,0,0,0,0,0,0,0,0,0,25026600,0,540451000,0
143,10482200,221250000,158350000,37761200,168627000,48350000,45830200,18028600,161378000,0,54668200,0,0,0,0,0,0,0,0,0,19448400,0,390931000,0
144,5542500,43330000,70020000,12728100,48488000,8223260,14489000,13653200,71080000,0,16595500,0,0,0,0,0,0,0,0,0,13376700,0,98170000,0
145,0,0,0,0,0,0,0,0,0,540800,0,4873000,203730000,65010000,24471700,108098000,46470860,31116000,530000,82030000,0,32753100,0,310970000
146,0,0,0,0,0,0,0,0,0,18610100,0,8689000,395530000,154020000,36849800,206140000,70864700,49982700,15095200,210473000,0,65836600,0,603163000
147,0,0,0,0,0,0,0,0,0,14053100,0,8771500,421910000,151160000,39191500,219913000,70089000,53372550,18249150,216181000,0,72020030,0,623254400
148,0,0,0,0,0,0,0,0,0,8454600,0,8099200,341510000,131430000,35200400,181514600,57758000,46698950,17911630,180534000,0,61979760,0,508110600
149,0,0,0,0,0,0,0,0,0,1323410,0,6817700,232290000,64730000,27718300,116140300,39063000,33987800,15524320,121160000,0,43798510,0,305827000
150,0,0,24760000,0,0,0,0,0,0,0,0,3883800,80080000,0,13384100,27120600,8526000,12968900,9929400,32165000,6770410,13932400,0,38734000
151,2537700,108400000,112020000,9434000,70588600,29995000,15237900,1433700,80015000,0,22999900,0,0,0,0,0,0,0,0,0,13043700,0,263781000,0
152,6768300,300760000,187910000,30101400,173618900,61091000,43066000,11369100,190762000,0,58730400,0,0,0,0,0,0,0,0,0,23902550,0,545129000,0
153,10294400,365420000,200710000,43219200,224340000,68835000,58369400,16320740,224375000,0,77585080,0,0,0,0,0,0,0,0,0,29830750,0,616629000,0
154,11776900,365490000,149680000,47145000,219779000,67087200,59041000,18802660,208251000,0,76056520,0,0,0,0,0,0,0,0,0,24463300,0,547890000,0
155,10531900,241670000,141880000,37573800,170898000,48445600,45879600,18114700,160970000,0,55152300,0,0,0,0,0,0,0,0,0,18103300,0,394150000,0
156,5296100,68670000,37100000,11326300,45591000,6549200,13008000,13589400,66610000,0,16155100,0,0,0,0,0,0,0,0,0,11472500,0,88550000,0
157,0,0,0,0,0,0,0,0,0,2796900,0,5353200,204650000,101190000,26631400,120605000,50676600,34090000,1784700,97450000,0,36477300,0,353860000
158,0,0,0,0,0,0,0,0,0,20438600,0,9135000,434130000,174230000,39668500,227250000,76485400,54313400,16291300,230760000,0,71935000,0,670259000
159,0,0,0,0,0,0,0,0,0,15812600,0,9391900,457970000,182550000,42537300,244124000,76435000,58562730,19642280,238433000,0,79021860,0,700973000
160,0,0,0,0,0,0,0,0,0,11480800,0,8844100,404160000,148670000,39165800,207248800,66196000,52582970,19635020,208661000,0,70023030,0,601393000
161,0,0,0,0,0,0,0,0,0,5785400,0,7837800,322990000,91250000,33207500,151966200,52452000,42257900,17780100,163747000,0,55333410,0,441085000
162,0,0,0,0,0,0,0,0,0,0,0,6284700,180600000,28530000,24304000,80264000,31644000,28066000,13999700,93331000,2293200,34973700,0,204780000
163,0,17120000,66810000,0,18007000,4773000,0,0,19909000,0,0,3110000,0,0,7427000,0,0,3880000,6259400,0,14151000,471100,123300000,0
164,4483900,264140000,167850000,18819000,138316800,50774000,29728500,7643500,163030000,0,43308300,0,0,0,0,0,0,0,0,0,24186300,0,498054000,0
165,9688000,457100000,181100000,40038600,235351200,73419000,57241900,15321600,247310000,0,79492000,0,0,0,0,0,0,0,0,0,34118300,0,709099000,0
166,12955600,465140000,208090000,52784200,270172000,82584000,70485000,19895940,270348000,0,94844850,0,0,0,0,0,0,0,0,0,38553300,0,731552000,0
167,13948000,393540000,198490000,56749500,257641000,78930400,69829600,22151860,241605000,0,90784750,0,0,0,0,0,0,0,0,0,29697100,0,627245000,0
168,12157200,275990000,156640000,44872100,195586000,56522500,54195000,21203800,186460000,0,64508400,0,0,0,0,0,0,0,0,0,23273900,0,441040000,0
169,5585900,68730000,26740000,11842800,39812000,2426100,13119000,15785900,72520000,0,14269000,0,0,0,0,0,0,0,0,0,16730000,0,72980000,0
170,0,0,0,0,0,0,0,0,0,2301300,0,6497200,221200000,134060000,31506200,141339000,60459900,40302000,1651700,112590000,0,44515100,0,408560000
171,0,0,0,0,0,0,0,0,0,21162600,0,9768700,466920000,184610000,43009400,246402000,82091100,58730700,17667300,246360000,0,77731900,0,714239000
172,0,0,0,0,0,0,0,0,0,15232700,0,9721200,469870000,184810000,44325400,251973000,78296000,60596600,20684000,244004000,0,81608050,0,712578600
173,0,0,0,0,0,0,0,0,0,10224000,0,8978800,397210000,139220000,39395900,205178200,65173000,52524100,20144040,204640000,0,69673250,0,575210400
174,0,0,0,0,0,0,0,0,0,898660,0,7643000,260720000,58500000,30906600,124849500,43976000,37631000,17412560,133140000,0,48546400,0,325692000
175,0,0,34090000,0,0,0,0,0,0,0,0,4565000,75580000,0,14756700,22588200,9011000,13669600,11124600,30662000,9002760,13843000,0,18883000
176,2620100,139660000,130670000,10556100,86736300,34430000,17741600,1507000,96882000,0,27430000,0,0,0,0,0,0,0,0,0,16689560,0,323738000,0
177,7723200,355080000,210640000,34162400,202984600,68372000,49422100,12695900,219389000,0,67746000,0,0,0,0,0,0,0,0,0,28797640,0,631390600,0
178,11756400,422130000,215140000,49252300,255988000,77610000,66312300,18336800,252595000,0,88469970,0,0,0,0,0,0,0,0,0,34712800,0,692576400,0
179,13168400,391650000,172090000,53035400,244434000,74753000,65711000,20880800,228960000,0,84776730,0,0,0,0,0,0,0,0,0,27452800,0,597208000,0
180,11405300,251270000,148850000,40834800,180417000,51865800,49555000,19946900,171860000,0,59038600,0,0,0,0,0,0,0,0,0,20171400,0,406250000,0
181,4423900,29850000,19050000,6539400,20210000,0,6886000,13966200,52370000,0,9067900,0,0,0,0,0,2434200,0,0,0,12234000,0,21490000,0
182,0,0,0,0,0,0,0,0,0,7743900,0,7373200,294420000,134290000,34474000,166288000,64939600,44850000,5379800,144540000,0,51357000,0,489430000
183,0,0,0,0,0,0,0,0,0,22600030,0,10121500,513100000,195850000,45523820,267391000,86735000,62892000,18948300,265480000,0,84026500,0,780042000
184,0,0,0,0,0,0,0,0,0,16501570,0,10113000,493820000,199390000,46146680,264337000,81662000,63617190,21531010,256492000,0,85665800,0,759053000
185,0,0,0,0,0,0,0,0,0,11718100,0,9349900,433930000,144200000,41334000,214314900,69760000,55065310,21019090,219341000,0,73218500,0,628239000
186,0,0,0,0,0,0,0,0,0,6229000,0,8167500,337930000,101070000,34612900,157250100,55922000,44103500,18655200,174217000,0,57540500,0,467076000
