,1-5_a,10-12_a,11-12_a,4-9_a,6-11_a,6-9-2_a,6-9_a,8-10_a,9-11_a,9-10_a,5-6_a,1-5_b,10-12_b,11-12_b,4-9_b,6-11_b,6-9-2_b,6-9_b,8-10_b,9-11_b,9-10_b,5-6_b,sea_a,sea_b
3192,0,0,0,0,0,0,0,0,0,0,0,6520000,204400000,35100000,25320000,94200000,32840000,29737100,15447000,103200000,1453000,37145000,0,239990000
3193,0,0,48300000,0,0,480000,0,0,0,0,0,2470000,40100000,0,8230000,2000000,0,6255000,8576000,9300000,8574000,3684000,32970000,0
3194,4050000,173100000,138300000,16180000,103700000,41270000,24156500,4349000,115300000,0,34523000,0,0,0,0,0,0,0,0,0,15680000,0,361520000,0
3195,8170000,357200000,176500000,35540000,198300000,65880000,50108900,13225000,209800000,0,67892000,0,0,0,0,0,0,0,0,0,26692000,0,587730000,0
3196,11020000,377000000,164800000,45350000,222900000,68340000,59273820,17318000,217100000,0,78236000,0,0,0,0,0,0,0,0,0,28313000,0,582540000,0
3197,11180000,282000000,151800000,42661000,190900000,57610000,51999880,17937000,177900000,0,65827000,0,0,0,0,0,0,0,0,0,19870000,0,455840000,0
3198,8510000,150100000,107800000,26076000,115200000,30190000,31462200,15615000,115900000,0,36849000,0,0,0,0,0,0,0,0,0,13929000,0,256910000,0
3199,780000,0,0,0,0,0,0,7824000,0,0,0,0,58200000,13100000,7500000,29600000,20770000,9773300,0,3000000,5767000,7548000,0,101360000
3200,0,0,0,0,0,0,0,0,0,13558000,0,7640000,298000000,152600000,32551000,166500000,63260000,43197900,10328000,168300000,0,52064000,0,503910000
3201,0,0,0,0,0,0,0,0,0,18252000,0,8920000,449100000,163300000,39816000,231500000,75040000,54889600,17570000,231000000,0,73722000,0,671210000
3202,0,0,0,0,0,0,0,0,0,12889000,0,8790000,413000000,163100000,39410000,217800000,69020000,53818700,18950000,215700000,0,72213000,0,628590000
3203,0,0,0,0,0,0,0,0,0,8062000,0,8060000,349700000,114500000,35050000,172500000,57030000,45720800,18131000,178800000,0,60406000,0,500725000
3204,0,0,0,0,0,0,0,0,0,1373000,0,6730000,236400000,57900000,27630000,109900000,39980000,33595000,15331000,122300000,0,43003000,0,303904000
3205,0,0,17500000,0,0,0,0,0,0,0,0,4540000,77800000,0,15200000,28200000,12290000,14981000,9952000,35700000,7528000,16269000,0,42128000
3206,1320000,116500000,108500000,5820000,67800000,26140000,11834000,1195000,81100000,0,20039000,0,0,0,0,0,0,0,0,0,16264000,0,272725000,0
3207,6710000,335000000,165800000,27820000,172200000,60240000,40776000,11042000,193400000,0,57635000,0,0,0,0,0,0,0,0,0,25991000,0,561702000,0
3208,10470000,418100000,176900000,42620000,229400000,69950000,58558300,16214000,234600000,0,80065000,0,0,0,0,0,0,0,0,0,32021000,0,655420000,0
3209,12200000,383500000,197400000,49830000,239900000,73960000,64189800,19229000,235100000,0,85175000,0,0,0,0,0,0,0,0,0,31242000,0,623620000,0
3210,12150000,298200000,188000000,47328000,212400000,64030000,57779100,19802000,200200000,0,72827000,0,0,0,0,0,0,0,0,0,23810000,0,512860000,0
3211,9790000,181900000,129800000,32041000,138300000,38390000,38557800,18041000,142100000,0,44793000,0,0,0,0,0,0,0,0,0,19151000,0,312500000,0
3212,1840000,0,900000,0,0,0,0,10945000,26400000,0,0,0,18700000,0,2837000,12700000,14300000,4092000,0,0,12625000,1538000,0,42510000
3213,0,0,0,0,0,0,0,0,0,7237000,0,7320000,262400000,129400000,31628000,150100000,59140000,40942800,7353000,139100000,0,47628000,0,438560000
3214,0,0,0,0,0,0,0,0,0,17383000,0,8570000,417400000,150500000,38224000,216000000,71720000,51910500,16920000,217700000,0,69210000,0,618220000
3215,0,0,0,0,0,0,0,0,0,11226000,0,8390000,387400000,144400000,37310000,204800000,64460000,50335900,18247000,201200000,0,67556000,0,575930000
3216,0,0,0,0,0,0,0,0,0,6325000,0,7500000,305500000,112100000,32120000,161200000,50880000,42046700,17161000,161400000,0,55142000,0,444460000
3217,0,0,0,0,0,0,0,0,0,0,0,5890000,187700000,38400000,23190000,89700000,29740000,27494100,14047000,94900000,1282000,34616000,0,228410000
3218,0,0,43900000,0,0,1950000,0,0,0,0,0,1770000,41500000,0,6610000,3200000,0,5016000,7491000,7800000,7452000,3007000,21110000,0
3219,3780000,134700000,119100000,14850000,85200000,36320000,21341900,4023000,96700000,0,29890000,0,0,0,0,0,0,0,0,0,12819000,0,292900000,0
3220,6930000,258800000,178500000,30160000,161400000,56360000,41904800,11404000,174000000,0,56465000,0,0,0,0,0,0,0,0,0,21116000,0,481150000,0
3221,9110000,314400000,137700000,37360000,183100000,56530000,48962184,14584000,181000000,0,64091000,0,0,0,0,0,0,0,0,0,22748000,0,486940000,0
3222,9420000,244600000,121600000,35246000,158900000,47630000,43318216,15135000,149800000,0,54733000,0,0,0,0,0,0,0,0,0,16218000,0,385310000,0
3223,7170000,131400000,89400000,21325000,98400000,24700000,25892100,12902000,96500000,0,30739000,0,0,0,0,0,0,0,0,0,10930000,0,222090000,0
3224,1100000,0,0,0,0,0,0,6420000,1400000,0,0,0,31200000,7400000,4912000,14800000,15270000,6299300,0,0,4101000,3658000,0,59960000
3225,0,0,0,0,0,0,0,0,0,10293000,0,6240000,248800000,104700000,26153000,129000000,51060000,34451200,8336000,133500000,0,40247000,0,395860000
3226,0,0,0,0,0,0,0,0,0,15612000,0,7760000,372800000,135400000,33536000,190700000,64030000,45933300,14944000,194700000,0,61527000,0,556070000
3227,0,0,0,0,0,0,0,0,0,11110000,0,7720000,361800000,128400000,34010000,184900000,59870000,46104300,16360000,185500000,0,61959000,0,534720000
3228,0,0,0,0,0,0,0,0,0,6992000,0,7080000,295900000,112300000,30770000,152300000,50010000,40218100,15823000,156900000,0,52990000,0,440590000
3229,0,0,0,0,0,0,0,0,0,1345000,0,5890000,206500000,55600000,24430000,99300000,34550000,29776000,13463000,107400000,0,38191000,0,271917000
3230,0,0,21200000,0,0,0,0,0,0,0,0,3500000,76700000,0,12510000,26000000,8980000,12397000,8334000,30100000,5837000,13527000,0,42275000
3231,2040000,89200000,100400000,6600000,58100000,24450000,11496000,1820000,70300000,0,18352000,0,0,0,0,0,0,0,0,0,12325000,0,227382000,0
3232,5950000,269100000,157900000,25300000,147200000,53830000,36211600,10072000,166900000,0,50579000,0,0,0,0,0,0,0,0,0,20878000,0,477200000,0
3233,9030000,327500000,178300000,37240000,194600000,60880000,50647400,14298000,200200000,0,68716000,0,0,0,0,0,0,0,0,0,25851000,0,557540000,0
3234,10370000,318400000,186500000,42410000,204900000,63100000,54975790,16716000,203600000,0,72189000,0,0,0,0,0,0,0,0,0,26319000,0,544880000,0
3235,10730000,316200000,125300000,41066000,189400000,56640000,50844710,17524000,180500000,0,63812000,0,0,0,0,0,0,0,0,0,21175000,0,468200000,0
3236,9000000,200400000,99000000,29439000,132200000,36460000,35731500,16223000,131200000,0,42340000,0,0,0,0,0,0,0,0,0,15819000,0,303800000,0
3237,2540000,8400000,13900000,934000,4900000,0,719600,10268000,34800000,0,4355000,0,0,0,0,0,6490000,0,0,0,9912000,0,4320000,0
3238,0,0,0,0,0,0,0,0,0,3811000,0,5960000,211100000,99400000,26457000,119500000,48970000,33851300,5172000,107800000,0,37770000,0,350120000
3239,0,0,0,0,0,0,0,0,0,15762000,0,7780000,350700000,150800000,33972000,188800000,64680000,45985000,14959000,194300000,0,60896000,0,546500000
3240,0,0,0,0,0,0,0,0,0,10875000,0,7760000,361300000,123100000,34190000,186000000,59850000,45942200,16639000,185000000,0,61747000,0,525340000
3241,0,0,0,0,0,0,0,0,0,6230000,0,6940000,279600000,113200000,29670000,150900000,47560000,38978800,15792000,151300000,0,51196000,0,420810000
3242,0,0,0,0,0,0,0,0,0,493000,0,5560000,185900000,59400000,22570000,95700000,30760000,27622000,13318000,99600000,0,35015000,0,253550000
3243,0,0,13400000,0,0,0,0,0,0,0,0,2450000,62800000,0,9530000,22100000,4770000,9345300,8134000,25700000,5565000,9665000,0,38180000
3244,2800000,85000000,87800000,9830000,57600000,26420000,14354000,1692000,65400000,0,20478000,0,0,0,0,0,0,0,0,0,10240000,0,203030000,0
3245,5690000,228600000,142600000,24890000,132100000,49580000,34659000,9570000,148500000,0,46634000,0,0,0,0,0,0,0,0,0,17386000,0,410600000,0
3246,7950000,251000000,162900000,32970000,163400000,52150000,43853900,12888000,166500000,0,57589000,0,0,0,0,0,0,0,0,0,20683000,0,448770000,0
3247,8590000,208400000,148700000,32950000,151000000,45510000,41191300,13863000,145200000,0,52483000,0,0,0,0,0,0,0,0,0,16386000,0,379140000,0
3248,7320000,155800000,94400000,23500000,109900000,29350000,28751300,12438000,105100000,0,34619000,0,0,0,0,0,0,0,0,0,11813000,0,258270000,0
3249,3380000,54100000,2500000,4568000,26200000,220000,5343500,8346000,35400000,0,8629000,0,0,0,0,0,0,0,0,0,6226000,0,44490000,0
3250,0,0,0,0,0,0,0,0,0,4226000,0,4070000,173900000,59700000,19526000,86600000,37980000,25083800,3616000,83000000,0,25910000,0,266210000
3251,0,0,0,0,0,0,0,0,0,14778000,0,7100000,360900000,80000000,29372000,163000000,57200000,39872540,12699000,171300000,0,52419000,0,483890000
3252,0,0,0,0,0,0,0,0,0,11650000,0,7310000,349200000,113000000,31920000,174600000,57740000,43299860,14999000,176700000,0,58437000,0,504260000
3253,0,0,0,0,0,0,0,0,0,7557000,0,6790000,296600000,106800000,29620000,151000000,49310000,39171000,14977000,154100000,0,51831000,0,437130000
3254,0,0,0,0,0,0,0,0,0,2770000,0,5850000,211500000,75800000,24750000,108600000,36660000,30952800,13327000,114600000,0,40048000,0,302048000
3255,0,0,0,0,0,0,0,0,0,0,0,3820000,91000000,5400000,14550000,40700000,13690000,15576000,9092000,44700000,4151000,18478000,0,88962000
3256,1230000,54900000,72200000,3210000,38300000,17550000,6805000,0,46200000,0,11862000,0,0,0,0,0,0,0,156000,0,9894000,0,156780000,0
3257,5040000,232800000,136500000,21460000,123800000,47710000,30707800,8643000,145000000,0,42608000,0,0,0,0,0,0,0,0,0,17776000,0,415470000,0
3258,8170000,306400000,172800000,34360000,181200000,58820000,47123100,13234000,189800000,0,63843000,0,0,0,0,0,0,0,0,0,23932000,0,528860000,0
3259,9820000,314100000,180700000,40320000,198300000,60860000,52839570,15865000,198500000,0,69329000,0,0,0,0,0,0,0,0,0,25941000,0,536510000,0
3260,10560000,321900000,124900000,40728000,190100000,56790000,50799530,17152000,181700000,0,64199000,0,0,0,0,0,0,0,0,0,21558000,0,475580000,0
3261,9270000,222400000,104500000,31191000,143800000,39980000,38200600,16306000,139800000,0,45797000,0,0,0,0,0,0,0,0,0,16531000,0,335410000,0
3262,3930000,43500000,30300000,6447000,28300000,1890000,7375400,11448000,52700000,0,11572000,0,0,0,0,0,0,0,0,0,10600000,0,60120000,0
3263,0,0,0,0,0,0,0,0,0,484000,0,4920000,178000000,79600000,23559000,101400000,43580000,29789700,2435000,83500000,0,31228000,0,294790000
3264,0,0,0,0,0,0,0,0,0,15929000,0,7690000,339100000,153300000,33287000,183500000,64080000,44976000,14245000,190700000,0,58988000,0,538530000
3265,0,0,0,0,0,0,0,0,0,12300000,0,7920000,374000000,133700000,35200000,194200000,62750000,47551000,16788000,193600000,0,63978000,0,552080000
3266,0,0,0,0,0,0,0,0,0,7816000,0,7300000,309900000,121900000,31590000,164900000,52070000,41995200,16410000,165100000,0,55453000,0,465530000
3267,0,0,0,0,0,0,0,0,0,2363000,0,6190000,223400000,75900000,25720000,115000000,37440000,32215700,14489000,119300000,0,41418000,0,313610000
3268,0,0,0,0,0,0,0,0,0,0,0,3830000,101500000,3200000,14560000,43300000,13570000,15690400,10104000,48300000,4381000,18329000,0,97520000
3269,1490000,43800000,73700000,4180000,38000000,18300000,7665000,0,41300000,0,12799000,0,0,0,0,0,0,0,1304000,0,9363000,0,145140000,0
3270,5070000,211400000,141400000,22020000,120900000,47280000,31067600,8416000,139500000,0,42311000,0,0,0,0,0,0,0,0,0,16669000,0,394780000,0
3271,7900000,267200000,175800000,33310000,170800000,55660000,45187400,12782000,177200000,0,60270000,0,0,0,0,0,0,0,0,0,22031000,0,484230000,0
3272,9080000,247600000,165100000,36320000,170500000,52250000,46330900,14695000,166800000,0,59981000,0,0,0,0,0,0,0,0,0,19974000,0,441210000,0
3273,8630000,231800000,86200000,30541000,138900000,40030000,37373500,14172000,131400000,0,45944000,0,0,0,0,0,0,0,0,0,14429000,0,332650000,0
3274,5760000,113500000,34800000,14476000,66600000,14510000,17247700,11237000,70800000,0,20920000,0,0,0,0,0,0,0,0,0,9012000,0,142460000,0
3275,0,0,0,0,0,0,0,1847000,0,0,0,1680000,96700000,43700000,13686000,54900000,27990000,17247900,0,39700000,824000,15477000,0,168710000
3276,0,0,0,0,0,0,0,0,0,14129000,0,6990000,289800000,128700000,28621000,153100000,56100000,38472000,11298000,161700000,0,48517000,0,462560000
3277,0,0,0,0,0,0,0,0,0,13716000,0,7660000,389800000,104500000,33500000,187200000,62010000,45708000,15299000,188900000,0,61655000,0,539580000
3278,0,0,0,0,0,0,0,0,0,9078000,0,7300000,329400000,115600000,31940000,167600000,54450000,42726700,15799000,169200000,0,56980000,0,483330000
3279,0,0,0,0,0,0,0,0,0,4456000,0,6450000,247400000,91000000,27540000,127600000,42420000,35097500,14570000,132900000,0,45776000,0,359210000
3280,0,0,0,0,0,0,0,0,0,0,0,4750000,124100000,25700000,18540000,60600000,21060000,20920000,10997000,65800000,2846000,25811000,0,145955000
3281,0,25800000,56400000,0,22700000,11160000,1659000,0,26400000,0,5602000,190000,0,0,1260000,0,0,0,2989000,0,9521000,0,109175000,0
3282,4630000,214100000,133800000,19000000,114100000,44910000,27634100,7607000,135200000,0,38531000,0,0,0,0,0,0,0,0,0,17181000,0,396050000,0
3283,8090000,315300000,185700000,34440000,187100000,61400000,47836600,13207000,197300000,0,65180000,0,0,0,0,0,0,0,0,0,24738000,0,553940000,0
3284,10250000,342500000,184200000,42230000,210500000,64520000,55756510,16395000,210600000,0,73592000,0,0,0,0,0,0,0,0,0,27840000,0,572300000,0
3285,11170000,349200000,129200000,43803000,203800000,61550000,54645090,18059000,194400000,0,69661000,0,0,0,0,0,0,0,0,0,23040000,0,509300000,0
3286,9950000,225500000,130100000,34218000,156600000,44260000,41879700,17312000,151500000,0,50191000,0,0,0,0,0,0,0,0,0,17944000,0,365180000,0
3287,4690000,50800000,40900000,9007000,36900000,4960000,10311000,12654000,61900000,0,14323000,0,0,0,0,0,0,0,0,0,11851000,0,76930000,0
3288,0,0,0,0,0,0,0,0,0,171000,0,4960000,190500000,81800000,24764000,108400000,45800000,31419400,1824000,85500000,0,32767000,0,313490000
3289,0,0,0,0,0,0,0,0,0,17183000,0,8230000,376800000,157800000,35834000,199700000,68750000,48581900,15020000,205200000,0,63859000,0,586390000
3290,0,0,0,0,0,0,0,0,0,13624000,0,8480000,401200000,156400000,38100000,213400000,68040000,51815500,17945000,210800000,0,69729000,0,607570000
3291,0,0,0,0,0,0,0,0,0,9100000,0,7890000,340400000,135900000,34490000,181200000,57220000,46040700,17687000,181200000,0,60907000,0,514630000
3292,0,0,0,0,0,0,0,0,0,3085000,0,6830000,256100000,78700000,28490000,127300000,42390000,35776500,15789000,133600000,0,46250000,0,351880000
3293,0,0,0,0,0,0,0,0,0,0,0,4660000,124100000,5600000,17610000,52700000,18550000,19262000,11452000,60100000,4173000,22887000,0,121670000
3294,550000,38300000,79500000,1470000,36200000,15940000,5224000,0,38400000,0,10614000,0,0,0,0,0,0,0,2596000,0,10696000,0,150350000,0
3295,5350000,245000000,152300000,22760000,134500000,51060000,32897600,8723000,154200000,0,45573000,0,0,0,0,0,0,0,0,0,19353000,0,447500000,0
3296,8870000,348700000,166200000,37360000,198100000,63030000,51265200,14139000,203700000,0,69274000,0,0,0,0,0,0,0,0,0,26060000,0,564120000,0
3297,10470000,330000000,156800000,42480000,201300000,62160000,54486500,16703000,196600000,0,71464000,0,0,0,0,0,0,0,0,0,24362000,0,521330000,0
3298,10110000,234500000,145700000,37462000,166800000,49650000,45576100,16522000,157200000,0,56704000,0,0,0,0,0,0,0,0,0,17387000,0,398580000,0
3299,7290000,97900000,103800000,20570000,89900000,22390000,24568800,13784000,94600000,0,28536000,0,0,0,0,0,0,0,0,0,11849000,0,196920000,0
3300,0,0,0,0,0,0,0,4761000,0,0,0,700000,110700000,11000000,11945000,49400000,26510000,15292900,0,25900000,3238000,13458000,0,152470000
3301,0,0,0,0,0,0,0,0,0,14687000,0,7540000,307100000,144100000,31517000,166300000,61370000,42185000,11441000,171800000,0,52406000,0,501170000
3302,0,0,0,0,0,0,0,0,0,16072000,0,8380000,418100000,141600000,37150000,212400000,69130000,51003800,16702000,212200000,0,68698000,0,611350000
3303,0,0,0,0,0,0,0,0,0,10612000,0,8080000,362300000,142800000,35740000,191300000,61290000,48189800,17486000,190800000,0,64443000,0,548720000
3304,0,0,0,0,0,0,0,0,0,5173000,0,7220000,284100000,96300000,30820000,143900000,47900000,39413700,16243000,149200000,0,51641000,0,403590000
3305,0,0,0,0,0,0,0,0,0,0,0,5480000,153800000,16000000,21060000,68200000,24610000,23786000,12498000,75500000,2989000,29369000,0,165227000
3306,0,8000000,70700000,0,20500000,9520000,0,0,22400000,0,4230000,960000,0,0,3160000,0,0,57000,4452000,0,10362000,0,109417000,0
3307,4780000,228000000,149400000,19460000,123400000,47540000,28888900,7586000,144500000,0,40712000,0,0,0,0,0,0,0,0,0,19098000,0,432050000,0
3308,8780000,352000000,204900000,37390000,208600000,66830000,52433700,14201000,218000000,0,71623000,0,0,0,0,0,0,0,0,0,28179000,0,616310000,0
3309,11360000,379500000,199100000,46780000,233400000,71390000,61614000,17943000,231000000,0,81675000,0,0,0,0,0,0,0,0,0,30611000,0,627000000,0
3310,12220000,366800000,149000000,48278000,222800000,67350000,59794800,19688000,209600000,0,76334000,0,0,0,0,0,0,0,0,0,24508000,0,546740000,0
3311,10560000,231800000,130600000,36319000,161600000,45880000,44110600,18645000,156900000,0,52465000,0,0,0,0,0,0,0,0,0,18602000,0,368010000,0
3312,3850000,29800000,13100000,4533000,14900000,0,4725000,12726000,47800000,0,7916000,0,0,0,0,0,3100000,0,0,0,11575000,0,20240000,0
3313,0,0,0,0,0,0,0,0,0,4823000,0,6550000,251600000,118200000,30843000,144500000,56970000,39798800,4846000,124000000,0,44590000,0,420850000
3314,0,0,0,0,0,0,0,0,0,19291000,0,9050000,437600000,179300000,40517000,232500000,76910000,55486200,17191000,233700000,0,73707000,0,676250000
3315,0,0,0,0,0,0,0,0,0,14319000,0,9150000,427100000,181300000,41390000,233100000,72780000,56514500,19603000,227800000,0,75964000,0,663210000
3316,0,0,0,0,0,0,0,0,0,9516000,0,8420000,370500000,134100000,36940000,190800000,60920000,49063800,19043000,192600000,0,64830000,0,544380000
3317,0,0,0,0,0,0,0,0,0,2587000,0,7220000,264700000,73500000,29870000,127400000,44310000,37028700,16654000,137500000,0,47749000,0,352412000
3318,0,0,9600000,0,0,0,0,0,0,0,0,4980000,115100000,0,17870000,44500000,17540000,18749000,11734000,53600000,6202000,21605000,0,91201000
3319,800000,77800000,104900000,3600000,56300000,22000000,8907000,0,62400000,0,16227000,0,0,0,0,0,0,0,1293000,0,14797000,0,226773000,0
3320,6390000,312600000,174200000,27100000,166900000,59530000,39705100,10422000,187300000,0,55538000,0,0,0,0,0,0,0,0,0,24533000,0,547460000,0
3321,10390000,422400000,175300000,43170000,232500000,71040000,59441800,16196000,235500000,0,80640000,0,0,0,0,0,0,0,0,0,31746000,0,655290000,0
3322,12200000,386700000,171900000,49680000,234300000,72600000,63202400,19257000,226100000,0,83336000,0,0,0,0,0,0,0,0,0,28277000,0,595990000,0
3323,11560000,289500000,144000000,43700000,192900000,57480000,52845500,19035000,180200000,0,65600000,0,0,0,0,0,0,0,0,0,20553000,0,451670000,0
3324,7980000,127900000,73800000,22429000,90400000,22940000,26306200,15761000,102700000,0,29958000,0,0,0,0,0,0,0,0,0,15335000,0,191270000,0
3325,0,0,0,0,0,0,0,4339000,0,0,0,2030000,121900000,69500000,18013000,79200000,36910000,23002700,0,46000000,3674000,22731000,0,231630000
3326,0,0,0,0,0,0,0,0,0,18162000,0,8760000,375700000,170700000,37296000,204000000,71860000,50316600,13863000,206300000,0,64300000,0,604600000
3327,0,0,0,0,0,0,0,0,0,17096000,0,9210000,465800000,164300000,41640000,240400000,76210000,57355900,18820000,236300000,0,77159000,0,688260000
3328,0,0,0,0,0,0,0,0,0,11185000,0,8760000,395700000,152900000,38990000,208400000,66160000,52567700,19253000,206800000,0,70110000,0,594620000
3329,0,0,0,0,0,0,0,0,0,4570000,0,7750000,301100000,86400000,32670000,147200000,49960000,41276100,17516000,154400000,0,53950000,0,407420000
3330,0,0,0,0,0,0,0,0,0,0,0,5710000,143300000,3500000,21120000,60300000,23120000,23037000,13026000,69800000,4753000,27672000,0,136354000
3331,0,43600000,89900000,0,38400000,15290000,3652000,0,41800000,0,9882000,560000,0,0,750000,0,0,0,3651000,0,13305000,0,174334000,0
3332,5760000,290500000,174200000,24160000,155300000,56640000,36047000,9300000,177200000,0,50683000,0,0,0,0,0,0,0,0,0,23645000,0,528290000,0
3333,10250000,422600000,203900000,43100000,239900000,73730000,60267800,16120000,245400000,0,82044000,0,0,0,0,0,0,0,0,0,33245000,0,690740000,0
3334,12780000,389900000,225000000,52470000,254800000,78320000,67727700,20036000,246900000,0,89654000,0,0,0,0,0,0,0,0,0,32040000,0,661300000,0
3335,12870000,303400000,215200000,50423000,228600000,68450000,61650500,20982000,212300000,0,77519000,0,0,0,0,0,0,0,0,0,24749000,0,545350000,0
3336,10090000,190500000,115800000,32680000,138000000,38020000,39048000,18947000,141900000,0,45616000,0,0,0,0,0,0,0,0,0,18660000,0,302330000,0
3337,490000,0,0,0,0,0,0,9927000,0,0,0,0,76800000,17200000,9440000,43600000,24830000,12408000,0,200000,9338000,10373000,0,130270000
3338,0,0,0,0,0,0,0,0,0,14527000,0,8810000,384700000,141400000,38478000,199600000,72310000,50989000,11418000,191500000,0,62799000,0,588470000
3339,0,0,0,0,0,0,0,0,0,19834000,0,9750000,507900000,179800000,44865000,261900000,83280000,61830100,19711000,257400000,0,82865000,0,754130000
3340,0,0,0,0,0,0,0,0,0,14194000,0,9530000,453800000,177800000,43070000,240700000,74540000,58869300,20876000,235700000,0,78764000,0,688420000
3341,0,0,0,0,0,0,0,0,0,8357000,0,8660000,371800000,120600000,37580000,184100000,61000000,48987700,19748000,190800000,0,64557000,0,528200000
3342,0,0,0,0,0,0,0,0,0,727000,0,7180000,252400000,52900000,29120000,114000000,42150000,35269900,16527000,128200000,0,44844000,0,312666000
3343,0,0,30100000,0,0,0,0,0,0,0,0,4780000,68300000,0,15520000,22200000,11180000,14635000,10764000,30600000,9829000,15189000,0,10614000
3344,2160000,177900000,141800000,10320000,99900000,36760000,18779000,2601000,115300000,0,29529000,0,0,0,0,0,0,0,0,0,20773000,0,380750000,0
3345,8370000,422300000,186700000,35280000,216900000,70860000,51537100,13414000,233800000,0,72015000,0,0,0,0,0,0,0,0,0,31871000,0,679370000,0
3346,12450000,469700000,205000000,50820000,268100000,81040000,69096650,19004000,268800000,0,93537000,0,0,0,0,0,0,0,0,0,38347000,0,736210000,0
3347,13950000,409100000,191700000,56647000,259500000,80330000,70308150,21829000,244900000,0,92452000,0,0,0,0,0,0,0,0,0,30530000,0,637370000,0
3348,12380000,287600000,156200000,46326000,201200000,59240000,55689100,20965000,188300000,0,67816000,0,0,0,0,0,0,0,0,0,22218000,0,454510000,0
3349,6820000,83700000,40800000,15870000,54900000,9430000,17836000,16110000,81500000,0,19598000,0,0,0,0,0,0,0,0,0,15951000,0,103050000,0
3350,0,0,0,0,0,0,0,0,0,2087000,0,5340000,210000000,128300000,29691000,134800000,57060000,38055000,393000,104200000,0,41398000,0,392470000
3351,0,0,0,0,0,0,0,0,0,22354000,0,9880000,472400000,191500000,43422000,250200000,83110000,59550400,17408000,250200000,0,78356000,0,730200000
3352,0,0,0,0,0,0,0,0,0,16353000,0,9900000,483300000,193300000,45300000,259800000,80560000,62294300,20888000,251400000,0,83783000,0,737700000
3353,0,0,0,0,0,0,0,0,0,10516000,0,9150000,408600000,140900000,40430000,208900000,67010000,53805900,20476000,209300000,0,71445000,0,591760000
3354,0,0,0,0,0,0,0,0,0,2352000,0,7820000,281800000,69600000,32160000,133900000,47460000,39615400,17826000,144700000,0,51133000,0,362698000
3355,0,0,15100000,0,0,0,0,0,0,0,0,5380000,99900000,0,18380000,38200000,16290000,18529000,12310000,48300000,7903000,20532000,0,64532000
3356,1050000,120600000,118500000,5610000,73400000,27860000,12304000,0,82400000,0,21459000,0,0,0,0,0,0,0,525000,0,17498000,0,294020000,0
3357,7420000,394300000,185400000,31910000,201400000,68210000,47210000,12058000,221600000,0,65799000,0,0,0,0,0,0,0,0,0,29981000,0,651900000,0
3358,12140000,494300000,206100000,50620000,275500000,82910000,69912350,18745000,276500000,0,94388000,0,0,0,0,0,0,0,0,0,39351000,0,766600000,0
3359,14430000,435800000,208100000,58996000,275800000,85250000,73935250,22507000,260700000,0,97142000,0,0,0,0,0,0,0,0,0,32919000,0,686080000,0
3360,13310000,321800000,179500000,51039000,226100000,67040000,61792400,22431000,210800000,0,75743000,0,0,0,0,0,0,0,0,0,25358000,0,516620000,0
3361,8120000,122700000,63200000,21953000,81900000,18350000,25314000,18271000,106800000,0,28743000,0,0,0,0,0,0,0,0,0,19172000,0,167490000,0
3362,0,0,0,0,0,0,0,2883000,0,0,0,4500000,185900000,113400000,27740000,122500000,53780000,35331000,0,81600000,2420000,36905000,0,354390000
3363,0,0,0,0,0,0,0,0,0,22467000,0,10290000,490400000,199500000,45530000,259800000,86960000,62121400,17505000,257700000,0,81100000,0,761500000
3364,0,0,0,0,0,0,0,0,0,18832000,0,10450000,535200000,208900000,48648000,284900000,87480000,67238270,22096000,274800000,0,90393000,0,814540000
3365,0,0,0,0,0,0,0,0,0,13931000,0,9860000,471300000,164200000,44350000,239700000,75900000,60090030,22156000,239200000,0,80032000,0,689440000
3366,0,0,0,0,0,0,0,0,0,5846000,0,8720000,354500000,103300000,37110000,168800000,59100000,47244300,20031000,182200000,0,61824000,0,485825000
3367,0,0,0,0,0,0,0,0,0,0,0,6960000,187000000,43800000,26920000,87800000,35500000,31019000,15842000,104600000,2622000,38176000,0,224526000
3368,0,33400000,66000000,0,22400000,4610000,0,0,20800000,0,0,3780000,0,0,8930000,0,0,4679000,7882000,0,16137000,295000,146484000,0
3369,4800000,301300000,187900000,20910000,159000000,56180000,33499000,7886000,181700000,0,49296000,0,0,0,0,0,0,0,0,0,27506000,0,564997000,0
3370,10790000,504200000,202800000,44450000,263400000,80260000,63941300,16704000,274100000,0,88461000,0,0,0,0,0,0,0,0,0,38825000,0,785570000,0
3371,14390000,493300000,232400000,58690000,296900000,90910000,77509500,21866000,292200000,0,104226000,0,0,0,0,0,0,0,0,0,42047000,0,782720000,0
3372,15010000,406900000,205500000,61020000,273200000,82740000,74117200,23758000,248500000,0,95875000,0,0,0,0,0,0,0,0,0,28968000,0,644560000,0
3373,12270000,260000000,133300000,43779000,182100000,50860000,52076000,22054000,171700000,0,61420000,0,0,0,0,0,0,0,0,0,18811000,0,391150000,0
3374,3020000,0,0,0,0,0,0,14012000,21400000,0,0,0,400000,36700000,1383000,16500000,19660000,3160000,0,0,8960000,3136000,0,74990000
3375,0,0,0,0,0,0,0,0,0,15864000,0,8990000,345600000,190900000,41201000,204800000,78540000,54131900,8950000,192500000,0,64957000,0,604330000
3376,0,0,0,0,0,0,0,0,0,22504000,0,10610000,539200000,218400000,48855000,289800000,91250000,67653900,20787000,281700000,0,90292000,0,829980000
