,Edge 1,Edge 2,Edge 3,Edge 4,Edge 5,Edge 6,Edge 7,Edge 8,Edge 9,Edge 10,Edge 11,Edge 12,Edge 13,Edge 14
5983,191710000,114950000,0,0,205200000,0,0,52240000,147200000,469380000,80720000,673754000,1325000000,1494800000
5984,262490000,163960000,0,0,257700000,0,0,84620000,190200000,591080000,131950000,815060000,1404800000,1490200000
5985,55590000,35180000,0,0,144200000,0,0,28950000,30100000,125140000,30450000,342773000,290300000,234500000
5986,66670000,169200000,522540000,96700000,699660000,1370400000,1516400000,215940000,128620000,0,0,196800000,0,0
5987,61290000,144500000,468170000,90340000,711317000,1204600000,1289800000,194000000,118200000,0,0,231800000,0,0
5988,23250000,29700000,81350000,37330000,239189000,169100000,118000000,51090000,37180000,0,0,99400000,0,0
5989,160650000,98220000,0,0,161400000,0,0,44110000,126300000,390400000,69970000,548691000,1093400000,1234100000
5990,223150000,141110000,0,0,223400000,0,0,72710000,162500000,507880000,113180000,705498000,1210200000,1282500000
5991,30180000,16880000,0,0,114800000,0,0,18800000,10200000,67330000,15190000,245303000,149300000,90300000
5992,64490000,164800000,513690000,93530000,710627000,1368300000,1515700000,210010000,125330000,0,0,205200000,0,0
5993,58840000,145200000,463150000,89850000,714188000,1224000000,1323400000,190550000,117780000,0,0,233100000,0,0
5994,28940000,47100000,119860000,47500000,300116000,281000000,241400000,70580000,50170000,0,0,118200000,0,0
5995,135720000,80250000,0,0,146800000,0,0,34870000,110500000,344430000,54130000,494896000,1026600000,1178300000
5996,245900000,151400000,0,0,244000000,0,0,75130000,177900000,556890000,117810000,777675000,1382700000,1496200000
5997,141460000,94050000,0,0,186300000,0,0,56860000,100600000,322560000,78770000,533610000,737000000,728900000
5998,48090000,132600000,379820000,76870000,429375000,978000000,1104600000,158770000,100410000,0,0,98100000,0,0
5999,63880000,152800000,497990000,92160000,728370000,1283600000,1388800000,204440000,122350000,0,0,230400000,0,0
6000,35810000,67600000,200810000,55700000,393660000,494500000,485700000,97420000,63850000,0,0,143900000,0,0
6001,102930000,61970000,0,0,91700000,0,0,26690000,87900000,259500000,41890000,341401000,758300000,876100000
6002,211030000,131590000,0,0,210000000,0,0,64670000,153100000,481510000,102680000,670165000,1187000000,1277900000
6003,96640000,62870000,0,0,150100000,0,0,41570000,65400000,225770000,52370000,406516000,520600000,505200000
6004,50150000,132800000,389440000,75670000,492620000,1029600000,1155500000,160810000,99840000,0,0,127100000,0,0
6005,59880000,148400000,478930000,89120000,711458000,1262400000,1376200000,195150000,118570000,0,0,226200000,0,0
6006,37300000,79300000,224710000,60910000,433787000,581400000,586600000,108430000,71490000,0,0,156000000,0,0
6007,75110000,42190000,0,0,73300000,0,0,16260000,68300000,207680000,24570000,274976000,659100000,779800000
6008,218460000,133040000,0,0,221400000,0,0,63660000,159100000,502720000,100080000,710724000,1303700000,1430100000
6009,188070000,123280000,0,0,206100000,0,0,67830000,136900000,429880000,101620000,627244000,990300000,1023200000
6010,17540000,67500000,167250000,36940000,125200000,419700000,508900000,70690000,48220000,0,0,23613000,0,0
6011,62580000,152600000,487590000,88670000,700950000,1270000000,1383900000,200700000,118280000,0,0,214700000,0,0
6012,44440000,96400000,301860000,67450000,505198000,762000000,791500000,132670000,83460000,0,0,173200000,0,0
6013,36240000,20160000,0,0,21192000,0,0,6660000,38900000,107040000,9730000,102130000,337600000,418400000
6014,182110000,113060000,0,0,183400000,0,0,52540000,134800000,421800000,85190000,594975000,1089700000,1189900000
6015,140050000,91780000,0,0,164600000,0,0,53080000,101300000,325600000,75320000,491667000,756500000,778200000
6016,24470000,76500000,200930000,42750000,189478000,528400000,618100000,83730000,55830000,0,0,27500000,0,0
6017,57960000,145100000,461570000,84250000,672156000,1218600000,1334500000,188710000,112790000,0,0,207700000,0,0
6018,43300000,102400000,309740000,69240000,524331000,816200000,861100000,135430000,86380000,0,0,178400000,0,0
6019,13100000,1920000,0,6040000,28797000,0,0,0,18400000,59280000,0,62620000,227900000,305200000
6020,175140000,106240000,0,0,183300000,0,0,49280000,131900000,413170000,77670000,596237000,1127000000,1254500000
6021,200990000,128530000,0,0,207600000,0,0,66410000,146600000,458860000,103540000,648801000,1096100000,1161000000
6022,32320000,17670000,0,0,109800000,0,0,18670000,12900000,75510000,15240000,244671000,185900000,145900000
6023,54180000,135200000,410690000,77260000,572792000,1082200000,1191100000,171250000,101820000,0,0,164600000,0,0
6024,49910000,114900000,371530000,73280000,572044000,952200000,1016900000,155400000,94930000,0,0,187200000,0,0
6025,14400000,17200000,55340000,24140000,171595000,119800000,85600000,33110000,23950000,0,0,73100000,0,0
6026,131300000,82390000,0,0,131300000,0,0,36640000,104000000,309660000,60620000,445404000,852200000,949300000
6027,157220000,101380000,0,0,166900000,0,0,52990000,114800000,363580000,81200000,519279000,871400000,922400000
6028,10140000,5880000,0,0,71000000,0,0,8970000,0,25840000,2990000,140075000,59900000,21000000
6029,49710000,125800000,382320000,71010000,553161000,1026400000,1132200000,157850000,94320000,0,0,163600000,0,0
6030,47040000,115300000,363730000,72410000,567364000,961500000,1038200000,151430000,94080000,0,0,185000000,0,0
6031,21070000,34800000,93320000,35670000,225442000,222100000,197700000,53320000,37770000,0,0,88200000,0,0
6032,114450000,69270000,0,0,121400000,0,0,31740000,93600000,277960000,49170000,410013000,812000000,920500000
6033,191710000,119920000,0,0,195500000,0,0,58180000,139400000,436890000,93120000,620573000,1095300000,1186000000
6034,119030000,78510000,0,0,157500000,0,0,48090000,85000000,281060000,64590000,454328000,660300000,672800000
6035,31470000,87400000,234800000,50780000,250262000,604600000,687800000,98950000,65230000,0,0,48700000,0,0
6036,52590000,126300000,402460000,75080000,594386000,1043700000,1131500000,166830000,99140000,0,0,186200000,0,0
6037,33490000,68900000,216100000,51560000,382466000,545300000,560400000,97180000,62120000,0,0,134200000,0,0
6038,55730000,34480000,0,0,37800000,0,0,14660000,52400000,139240000,23210000,168248000,411000000,480500000
6039,152480000,96200000,0,0,156200000,0,0,45420000,112200000,351190000,73910000,501057000,892300000,966800000
6040,94200000,61290000,0,0,125200000,0,0,38360000,67000000,224620000,50000000,361500000,530600000,542600000
6041,27260000,75100000,200280000,42480000,236355000,534300000,609100000,83860000,54960000,0,0,52400000,0,0
6042,48290000,121100000,379120000,71130000,564191000,1002300000,1094400000,156470000,94310000,0,0,176000000,0,0
6043,35070000,80000000,240110000,56540000,416376000,627400000,657000000,107720000,69230000,0,0,143100000,0,0
6044,30260000,15970000,0,0,19700000,0,0,6410000,32500000,90760000,7250000,101641000,302000000,370500000
6045,161170000,99020000,0,0,166400000,0,0,45850000,120200000,373970000,73830000,539585000,998400000,1103000000
6046,166680000,108360000,0,0,180600000,0,0,57430000,122600000,388640000,86990000,559974000,934400000,990200000
6047,19380000,7200000,0,0,88800000,0,0,11830000,2900000,45260000,6240000,185862000,118200000,83600000
6048,48780000,121000000,365250000,69060000,524097000,969000000,1064500000,152860000,90630000,0,0,153200000,0,0
6049,45700000,105900000,341580000,67210000,528603000,883000000,946900000,142400000,87210000,0,0,172600000,0,0
6050,15690000,23500000,74670000,26470000,190392000,177500000,155700000,40000000,27930000,0,0,76800000,0,0
6051,111090000,70080000,0,0,110400000,0,0,31230000,90200000,260620000,51690000,379607000,727600000,812800000
6052,146680000,94520000,0,0,155900000,0,0,48040000,107000000,339820000,74930000,486877000,828600000,884000000
6053,34870000,19650000,0,0,86000000,0,0,17760000,18200000,85780000,16130000,206284000,209000000,189500000
6054,42260000,107200000,315280000,60340000,450245000,849200000,940300000,131010000,79430000,0,0,128900000,0,0
6055,45170000,111300000,350930000,68680000,539067000,926400000,1004000000,145560000,89770000,0,0,173500000,0,0
6056,23500000,44200000,125360000,39340000,263072000,312900000,303400000,64610000,43850000,0,0,98100000,0,0
6057,95300000,57820000,0,0,97900000,0,0,26570000,80400000,232190000,40800000,340402000,687000000,783400000
6058,183080000,114530000,0,0,187500000,0,0,54970000,133600000,420530000,88110000,598067000,1066800000,1160400000
6059,131860000,86240000,0,0,163700000,0,0,51640000,95300000,311070000,70410000,483135000,732200000,754700000
6060,24410000,72400000,186160000,42010000,168945000,476900000,553800000,78460000,53710000,0,0,21500000,0,0
6061,54290000,132500000,420470000,77280000,616313000,1100900000,1200500000,173300000,102710000,0,0,190600000,0,0
6062,40220000,89900000,281230000,61950000,469650000,723900000,760200000,122240000,77250000,0,0,159800000,0,0
6063,20340000,10360000,0,0,18611000,0,0,3030000,25400000,67670000,2920000,63670000,224700000,287900000
6064,158710000,98500000,0,0,162300000,0,0,45120000,119100000,368500000,73670000,529132000,975000000,1071400000
6065,144920000,94770000,0,0,162300000,0,0,52110000,106000000,338210000,76810000,495869000,800800000,838000000
6066,6760000,36000000,74950000,18350000,67190000,197300000,256600000,31510000,24080000,0,0,33440000,0,0
6067,52340000,131700000,409110000,75040000,597480000,1088700000,1194400000,168610000,100080000,0,0,181600000,0,0
6068,43860000,104700000,326350000,68510000,526122000,855400000,911700000,138850000,87280000,0,0,175100000,0,0
6069,7650000,0,0,15200000,65411000,0,0,11020000,11520000,4040000,0,37900000,58800000,113900000
6070,157240000,96320000,0,0,164700000,0,0,43920000,121300000,374030000,70080000,543436000,1035800000,1157600000
6071,200930000,128020000,0,0,207300000,0,0,65880000,147200000,462340000,102100000,651829000,1118500000,1193200000
6072,56340000,32630000,0,0,127800000,0,0,26910000,31600000,131080000,27080000,311939000,318100000,288500000
6073,53560000,135300000,406510000,77180000,551633000,1076800000,1195200000,168840000,101690000,0,0,153400000,0,0
6074,55890000,134400000,435430000,82360000,656036000,1137600000,1232200000,178700000,108720000,0,0,210800000,0,0
6075,30540000,57000000,163220000,49060000,339242000,407100000,395100000,82580000,55250000,0,0,125900000,0,0
6076,104410000,62610000,0,0,102000000,0,0,27710000,88200000,261230000,42870000,363135000,770900000,885600000
6077,206380000,128370000,0,0,207300000,0,0,62420000,150000000,470640000,99510000,661350000,1175300000,1271400000
6078,117170000,77290000,0,0,160800000,0,0,47990000,82300000,273770000,64170000,453878000,632500000,631800000
6079,41950000,114600000,324780000,65770000,380800000,850700000,962200000,135010000,85920000,0,0,88500000,0,0
6080,59280000,146000000,470990000,86890000,692422000,1235500000,1346700000,192230000,115890000,0,0,218000000,0,0
6081,38320000,81800000,239040000,61570000,441724000,611700000,622000000,112370000,73130000,0,0,156700000,0,0
6082,72780000,41460000,0,0,65800000,0,0,16590000,66800000,199640000,24660000,256537000,625400000,741400000
6083,222240000,136180000,0,0,223600000,0,0,64980000,162400000,513070000,102720000,720737000,1321700000,1447300000
6084,185840000,121590000,0,0,208100000,0,0,68720000,135100000,427040000,100130000,629849000,982100000,1010500000
6085,25290000,84900000,220710000,48010000,174280000,562700000,668100000,92320000,62390000,0,0,17783000,0,0
6086,67590000,166800000,539320000,96450000,772491000,1416900000,1553400000,219180000,129810000,0,0,236900000,0,0
6087,50390000,119000000,366710000,78810000,607860000,959200000,1012600000,157540000,99550000,0,0,205900000,0,0
6088,11950000,0,0,10790000,48236000,0,0,0,18370000,57480000,0,66530000,232300000,324100000
6089,199960000,121230000,0,0,207600000,0,0,56050000,150500000,476320000,87830000,678253000,1296000000,1444700000
6090,230120000,146800000,0,0,232500000,0,0,77310000,167600000,522580000,119260000,729428000,1224000000,1286600000
6091,0,19500000,19820000,4120000,84500000,59900000,138100000,13310000,7370000,0,0,138995000,0,0
6092,67910000,170600000,540030000,97100000,757124000,1428900000,1575800000,220830000,130400000,0,0,224000000,0,0
6093,57180000,138000000,437920000,87230000,686254000,1145400000,1225800000,182310000,113190000,0,0,226600000,0,0
6094,19460000,17900000,39250000,32050000,171685000,40900000,0,36680000,29210000,0,0,77800000,0,28500000
6095,180870000,109350000,0,0,190400000,0,0,49500000,140600000,442820000,77150000,633004000,1249800000,1413500000
6096,258460000,162000000,0,0,254800000,0,0,83600000,188200000,586360000,129760000,808806000,1401200000,1489400000
6097,56770000,34120000,0,0,146800000,0,0,29370000,30000000,125660000,29400000,344281000,288000000,228300000
6098,69450000,178000000,552890000,101170000,741865000,1464100000,1628100000,226580000,135280000,0,0,208300000,0,0
6099,65460000,160900000,520320000,98120000,787308000,1369400000,1484400000,212020000,129880000,0,0,254800000,0,0
6100,34950000,62500000,166750000,56990000,379352000,404600000,368400000,90570000,62600000,0,0,145600000,0,0
6101,137240000,80120000,0,0,146500000,0,0,32970000,113500000,360660000,51740000,502973000,1093400000,1267500000
6102,286600000,175390000,0,0,280700000,0,0,87900000,207900000,653030000,135790000,900436000,1622300000,1755400000
6103,179490000,118320000,0,0,224700000,0,0,70300000,128100000,407690000,98710000,655651000,927100000,913100000
6104,52850000,147900000,423750000,85580000,452072000,1105700000,1264700000,175400000,112120000,0,0,95000000,0,0
6105,80220000,199000000,653190000,116600000,933722000,1693400000,1836500000,263890000,157350000,0,0,291500000,0,0
6106,48250000,100500000,294430000,76420000,551603000,738500000,737100000,138490000,90480000,0,0,198500000,0,0
6107,92970000,51400000,0,0,79300000,0,0,17760000,83700000,265070000,28240000,316471000,829700000,990800000
6108,279530000,170590000,0,0,274800000,0,0,83200000,203700000,645280000,129330000,888439000,1636100000,1784600000
6109,213830000,140120000,0,0,241300000,0,0,80350000,154600000,484850000,116530000,727354000,1096200000,1101600000
6110,43810000,131700000,367010000,76050000,344094000,954000000,1113500000,151690000,99390000,0,0,56900000,0,0
6111,84410000,211700000,695900000,122150000,984901000,1821400000,1988800000,279270000,165960000,0,0,303600000,0,0
6112,54730000,127900000,384820000,87790000,673303000,1007200000,1046100000,168800000,108910000,0,0,234800000,0,0
6113,36210000,10950000,0,5030000,44245000,0,0,880000,38800000,139460000,0,138660000,513500000,666800000
6114,271940000,163450000,0,0,280000000,0,0,76850000,201300000,651110000,117440000,910253000,1753100000,1948000000
6115,310070000,197840000,0,0,301300000,0,0,106180000,226400000,695040000,163240000,954332000,1581600000,1635300000
6116,2500000,12700000,0,7000000,150700000,0,0,14160000,7750000,12970000,0,299875000,103700000,1600000
6117,91600000,227500000,739430000,122480000,1028765000,2048000000,2260000000,288370000,169250000,0,0,295100000,0,0
6118,77090000,184400000,586670000,117310000,896947000,1458600000,1527700000,248340000,151950000,0,0,298500000,0,0
6119,23980000,13200000,17820000,37800000,192976000,0,0,34860000,31340000,0,0,94800000,53000000,169700000
6120,236370000,142690000,0,0,239100000,0,0,64170000,180200000,579760000,100150000,799542000,1599900000,1794500000
6121,306580000,193690000,0,0,293400000,0,0,103070000,223500000,689350000,158430000,934900000,1584000000,1649300000
6122,970000,14300000,0,3970000,134700000,0,64400000,12380000,5510000,2240000,0,255840000,37700000,0
6123,85270000,213700000,691540000,117990000,960981000,1881400000,2082200000,275020000,161270000,0,0,278200000,0,0
6124,74420000,189300000,611230000,113610000,930728000,1620300000,1743000000,246400000,151560000,0,0,303400000,0,0
6125,35920000,52700000,124810000,59930000,359628000,244100000,153700000,82150000,61370000,0,0,149600000,0,0
6126,192630000,112810000,0,0,209800000,0,0,45770000,152700000,504550000,73040000,702413000,1496300000,1723400000
6127,338260000,207570000,0,0,322500000,0,0,107550000,245200000,762890000,164760000,1033603000,1832900000,1959100000
6128,123670000,80230000,0,0,211900000,0,0,53630000,80700000,270670000,68390000,556490000,605300000,539600000
6129,80190000,208600000,643920000,119790000,803919000,1680000000,1876700000,265250000,159530000,0,0,212900000,0,0
6130,77160000,186500000,611290000,112820000,904055000,1581000000,1707600000,248630000,150140000,0,0,290500000,0,0
6131,41620000,76300000,212020000,66360000,457793000,511700000,469400000,109590000,74410000,0,0,173600000,0,0
6132,158400000,92320000,0,0,160600000,0,0,36990000,130400000,423510000,58180000,565112000,1270800000,1474600000
6133,327130000,200680000,0,0,312300000,0,0,102500000,237500000,743990000,157550000,1006114000,1806100000,1934800000
6134,155450000,99920000,0,0,230500000,0,0,64350000,107300000,348100000,83390000,639282000,811500000,770600000
6135,69540000,185300000,559730000,104790000,658939000,1505000000,1712700000,226480000,140260000,0,0,158200000,0,0
6136,87940000,222500000,731930000,130470000,1056079000,1910900000,2070600000,293750000,176210000,0,0,333200000,0,0
6137,50580000,113100000,326270000,83450000,630895000,854000000,853900000,150040000,100550000,0,0,229400000,0,0
6138,95210000,48480000,0,0,89000000,0,0,12280000,86900000,304920000,19870000,353721000,1015300000,1229500000
6139,331230000,199840000,0,0,328600000,0,0,98010000,241500000,770990000,148660000,1061883000,1981900000,2172400000
6140,281480000,184380000,0,0,294100000,0,0,101430000,205400000,626440000,154790000,908583000,1404600000,1419400000
6141,4050000,41700000,77100000,28010000,110300000,117500000,230800000,35330000,34330000,0,0,167309000,0,0
6142,100490000,253300000,828480000,139460000,1158187000,2274100000,2503600000,324290000,191010000,0,0,337400000,0,0
6143,78160000,186700000,588240000,120540000,913854000,1449200000,1497000000,251180000,155220000,0,0,308500000,0,0
6144,28940000,0,0,16900000,88911000,0,0,0,31290000,119210000,0,129370000,460100000,628600000
6145,282110000,171170000,0,0,274800000,0,0,80210000,208200000,666190000,125510000,904087000,1731300000,1905600000
6146,249750000,162290000,0,0,257900000,0,0,89640000,181200000,555950000,135600000,793487000,1235200000,1252100000
6147,41930000,134900000,377930000,76620000,340868000,976900000,1146200000,156590000,100870000,0,0,52600000,0,0
6148,84260000,209700000,690550000,121400000,976097000,1810900000,1987900000,277160000,164750000,0,0,300600000,0,0
6149,56630000,141100000,432270000,91480000,736556000,1175100000,1248800000,181230000,116640000,0,0,252300000,0,0
6150,15380000,0,0,23750000,77020000,0,0,4050000,23150000,71790000,0,91770000,345700000,498600000
6151,262880000,156550000,0,0,282600000,0,0,70750000,197500000,648700000,108360000,917816000,1812400000,2040300000
6152,352140000,219860000,0,0,331600000,0,0,117180000,256100000,784900000,180490000,1059454000,1807800000,1890400000
6153,19510000,9270000,0,0,163200000,0,0,21230000,0,39630000,8990000,339300000,123200000,20900000
6154,91170000,226500000,731150000,126600000,991627000,1955200000,2161300000,293910000,171970000,0,0,283900000,0,0
6155,74660000,177700000,572400000,111050000,875317000,1458900000,1550000000,237770000,145080000,0,0,288600000,0,0
6156,28690000,29300000,68600000,45030000,263325000,97800000,2800000,54590000,42280000,0,0,115800000,0,0
6157,218050000,131330000,0,0,221900000,0,0,58300000,168600000,541940000,90960000,748476000,1523200000,1720900000
6158,311570000,195290000,0,0,296600000,0,0,102850000,227000000,702330000,158630000,948506000,1632600000,1711100000
6159,42780000,21390000,0,0,165400000,0,0,26960000,18200000,95930000,17960000,372764000,260700000,173300000
6160,87120000,220500000,709120000,121590000,963783000,1947100000,2166200000,281030000,166150000,0,0,272100000,0,0
6161,77370000,193300000,621410000,118090000,941613000,1609100000,1723400000,254370000,156220000,0,0,308600000,0,0
6162,38700000,66100000,169630000,64020000,423039000,396000000,330700000,96160000,69300000,0,0,168200000,0,0
6163,172410000,99540000,0,0,188800000,0,0,37740000,140500000,468190000,61330000,641358000,1427300000,1650700000
6164,346590000,211290000,0,0,331600000,0,0,108710000,251200000,783290000,165540000,1065428000,1905900000,2047700000
6165,214020000,141200000,0,0,274300000,0,0,84530000,159200000,497710000,114830000,820673000,1213400000,1214900000
6166,17580000,57200000,171140000,33180000,150610000,531700000,705900000,49570000,47030000,0,0,67712000,0,0
6167,115460000,298700000,974200000,172110000,1320205000,2486200000,2669300000,397340000,232900000,0,0,394100000,0,0
6168,66160000,131200000,397220000,99850000,704261000,928900000,907000000,185340000,118840000,0,0,253700000,0,0
6169,93170000,50100000,0,0,63738000,0,0,14780000,85000000,268510000,25380000,273020000,822300000,994700000
6170,286040000,175810000,0,0,270500000,0,0,86490000,207700000,653720000,136250000,878026000,1598700000,1723500000
6171,145070000,94540000,0,0,200500000,0,0,58840000,100000000,328720000,79080000,562142000,739300000,709200000
6172,63290000,167900000,499310000,97220000,600486000,1305800000,1472500000,206630000,127920000,0,0,149300000,0,0
6173,74860000,186400000,613350000,109420000,893509000,1619900000,1768700000,245600000,147830000,0,0,281600000,0,0
6174,48550000,115500000,339270000,80350000,619211000,905200000,930700000,151600000,99140000,0,0,219200000,0,0
6175,69050000,33160000,0,0,63717000,0,0,7980000,65900000,227000000,11040000,257710000,770200000,942400000
6176,273240000,164470000,0,0,279700000,0,0,79100000,200100000,641670000,120660000,900433000,1692000000,1867900000
6177,269400000,173980000,0,0,270400000,0,0,93840000,196100000,601230000,144700000,843616000,1355800000,1393900000
6178,20350000,85700000,220760000,46780000,163210000,543700000,669700000,92930000,61590000,0,0,48762000,0,0
6179,80050000,195600000,638230000,112750000,896579000,1664800000,1822100000,259020000,152080000,0,0,271600000,0,0
6180,56950000,128800000,402070000,86460000,661015000,1021900000,1066500000,173740000,108810000,0,0,225400000,0,0
6181,23980000,7080000,0,4730000,47373000,0,0,350000,29700000,94910000,0,95250000,340000000,453500000
6182,230910000,140820000,0,0,231800000,0,0,65450000,171800000,544430000,103480000,758981000,1438700000,1586600000
6183,226780000,146630000,0,0,235500000,0,0,80200000,165200000,515610000,120520000,730510000,1181100000,1218100000
6184,15100000,67000000,163170000,36240000,128710000,417600000,527700000,67610000,47650000,0,0,45862000,0,0
6185,77760000,196700000,639790000,111210000,901240000,1704300000,1875200000,256370000,151650000,0,0,271500000,0,0
6186,58200000,141000000,436770000,91750000,713759000,1145200000,1214400000,185110000,116930000,0,0,241300000,0,0
6187,18100000,6500000,0,28740000,119193000,0,0,23400000,22630000,1800000,0,63300000,90400000,185000000
6188,197990000,118500000,0,0,213300000,0,0,53410000,152600000,488330000,82610000,700823000,1387200000,1567800000
6189,284650000,177160000,0,0,276700000,0,0,91690000,206800000,642990000,142170000,880743000,1533500000,1627600000
6190,91860000,56900000,0,0,180900000,0,0,42290000,58000000,208930000,47480000,465625000,506500000,460100000
6191,66870000,169800000,518700000,95920000,664443000,1382100000,1541600000,212260000,127810000,0,0,176100000,0,0
6192,71960000,172600000,562780000,105670000,829064000,1432300000,1531600000,232270000,139710000,0,0,266300000,0,0
6193,32890000,49900000,143720000,51020000,342906000,332300000,292300000,77830000,54210000,0,0,134400000,0,0
6194,140530000,85010000,0,0,133400000,0,0,37250000,113900000,346500000,59300000,469934000,985300000,1123800000
6195,224590000,140840000,0,0,222200000,0,0,71040000,163300000,510790000,111890000,706307000,1231900000,1315000000
6196,64130000,39940000,0,0,135300000,0,0,30550000,37500000,146810000,33830000,333408000,336200000,294500000
6197,60190000,155600000,474540000,88640000,637086000,1260100000,1402200000,194950000,117960000,0,0,177400000,0,0
6198,60570000,149600000,482110000,91240000,728200000,1271700000,1380700000,196830000,120690000,0,0,234800000,0,0
6199,33880000,64200000,175790000,55360000,375982000,441400000,424200000,91550000,62190000,0,0,140900000,0,0
6200,105900000,61430000,0,0,112400000,0,0,25190000,90800000,278970000,39230000,391864000,859400000,999500000
6201,237630000,145240000,0,0,238100000,0,0,70760000,172500000,542270000,110980000,762236000,1378500000,1504000000
6202,180720000,119350000,0,0,206500000,0,0,67690000,131200000,412580000,98990000,621015000,944600000,963900000
6203,31860000,99400000,267380000,57350000,235676000,675700000,785100000,112610000,74360000,0,0,32900000,0,0
6204,65780000,159000000,515580000,93410000,742627000,1339000000,1459000000,210860000,124870000,0,0,230000000,0,0
6205,44910000,98000000,301250000,69210000,516404000,765800000,793400000,134320000,84910000,0,0,178400000,0,0
6206,37320000,21250000,0,0,26455000,0,0,6890000,41300000,119430000,9440000,121300000,385600000,476900000
6207,190180000,117940000,0,0,193800000,0,0,55060000,141100000,443620000,88380000,627202000,1153400000,1263300000
6208,152520000,101550000,0,0,178500000,0,0,58330000,111700000,358860000,83020000,536195000,833900000,859700000
6209,22780000,75400000,194360000,41590000,161820000,503300000,594700000,82520000,54270000,0,0,16400000,0,0
6210,60030000,150700000,479810000,87290000,693123000,1263000000,1383500000,197330000,116810000,0,0,213100000,0,0
6211,45300000,108000000,327950000,72220000,547159000,859800000,908100000,143720000,90440000,0,0,185100000,0,0
6212,7750000,0,0,9270000,36486000,0,0,0,15760000,48490000,0,57230000,202300000,280300000
6213,176680000,107990000,0,0,187700000,0,0,50080000,134300000,422740000,78390000,611433000,1161300000,1295800000
6214,210240000,135290000,0,0,219600000,0,0,70990000,154500000,485940000,108390000,686195000,1162700000,1232600000
6215,32080000,18190000,0,0,119100000,0,0,19860000,12700000,79370000,15500000,264705000,198800000,155700000
6216,57580000,144500000,440850000,82370000,608251000,1161100000,1281600000,184350000,108650000,0,0,173800000,0,0
6217,54600000,129600000,418420000,80850000,636337000,1082800000,1164800000,174480000,105680000,0,0,206200000,0,0
6218,24600000,41000000,116150000,40070000,269697000,277100000,252000000,64180000,42970000,0,0,104000000,0,0
6219,117840000,73260000,0,0,119700000,0,0,33150000,97100000,288860000,52110000,412684000,826800000,935900000
6220,184360000,117380000,0,0,190700000,0,0,58770000,134700000,424560000,92320000,601253000,1042100000,1117200000
6221,62990000,41440000,0,0,125000000,0,0,30840000,40500000,156930000,34210000,319736000,373300000,355500000
6222,47310000,122000000,358530000,69310000,475498000,949200000,1056800000,149710000,91040000,0,0,128500000,0,0
6223,52900000,130700000,416850000,79510000,626042000,1093200000,1186500000,172780000,104690000,0,0,199800000,0,0
6224,30440000,60700000,170290000,50000000,340458000,428100000,422400000,86740000,56890000,0,0,124100000,0,0
6225,89310000,53980000,0,0,92700000,0,0,24140000,77900000,230860000,36010000,327758000,699400000,808400000
6226,201130000,125230000,0,0,205900000,0,0,60390000,147200000,464290000,95600000,657732000,1182700000,1288400000
6227,145750000,97300000,0,0,181300000,0,0,58140000,106200000,347270000,79560000,535466000,811500000,834300000
6228,27250000,82500000,213910000,47490000,186775000,542400000,631000000,91370000,60820000,0,0,22700000,0,0
6229,59180000,145800000,465480000,84970000,675089000,1216800000,1328700000,192200000,113180000,0,0,208100000,0,0
6230,43900000,101000000,310990000,68460000,517545000,802700000,843700000,136500000,85450000,0,0,175400000,0,0
6231,13350000,5120000,0,2650000,28792000,0,0,1170000,20200000,60300000,0,61210000,215800000,286300000
6232,167020000,103430000,0,0,173500000,0,0,47620000,125900000,392710000,76530000,564704000,1051100000,1160500000
6233,161540000,106580000,0,0,179800000,0,0,58140000,119000000,379260000,86090000,550969000,898400000,942200000
6234,2620000,31000000,54890000,13890000,57110000,140300000,200000000,25060000,18460000,0,0,53761000,0,0
6235,54660000,138100000,428490000,78650000,619136000,1136300000,1247000000,177930000,104640000,0,0,186500000,0,0
6236,46230000,110900000,346260000,71910000,551112000,901700000,960900000,147990000,91810000,0,0,182500000,0,0
6237,9470000,4800000,7000000,18580000,87903000,0,0,17920000,14960000,0,0,45000000,29400000,84100000
6238,155330000,95990000,0,0,164600000,0,0,43930000,120500000,373180000,69570000,542827000,1035400000,1157800000
6239,196740000,126620000,0,0,206900000,0,0,66140000,144800000,457940000,100710000,647968000,1107300000,1179800000
6240,45100000,26400000,0,0,123000000,0,0,23930000,23400000,110620000,21830000,290238000,272800000,240000000
6241,54400000,138000000,415290000,78400000,568111000,1099700000,1219100000,173540000,103230000,0,0,159600000,0,0
6242,55490000,135000000,434780000,82710000,655772000,1136800000,1231500000,179750000,108890000,0,0,210600000,0,0
6243,30540000,59300000,164470000,50070000,341488000,411900000,400500000,84990000,56280000,0,0,125700000,0,0
6244,98530000,59350000,0,0,99900000,0,0,26730000,83800000,251050000,40070000,351877000,747300000,859800000
6245,199520000,124680000,0,0,203300000,0,0,60620000,145200000,457660000,96080000,646858000,1149700000,1245300000
6246,114750000,77850000,0,0,160400000,0,0,48670000,82200000,276310000,64310000,454291000,642600000,647300000
6247,38400000,106200000,294820000,60510000,333450000,766500000,868800000,124310000,78620000,0,0,73200000,0,0
6248,56960000,140800000,450500000,83770000,661304000,1176200000,1279900000,186040000,111170000,0,0,207400000,0,0
6249,36560000,78600000,228810000,59060000,418832000,580300000,589400000,108600000,69870000,0,0,147500000,0,0
