date and time,S1,S2,S3,S4,S5
2016-01-10 03:00:00,10.90615,12.3742,12.513349999999999,11.9734,11.938749999999999
2016-01-10 04:00:00,11.0255,12.456,12.3674,11.9742,11.9378
2016-01-10 05:00:00,10.96135,12.33565,12.46895,12.1212,11.9587
2016-01-10 06:00:00,10.8972,12.2153,12.5705,12.2682,11.9796
2016-01-10 07:00:00,10.86,12.181799999999999,12.489049999999999,12.341899999999999,12.039950000000001
2016-01-10 08:00:00,10.8228,12.1483,12.4076,12.4156,12.1003
2016-01-10 09:00:00,10.74495,12.244250000000001,12.406,12.42915,12.1615
2016-01-10 10:00:00,10.6671,12.3402,12.4044,12.4427,12.2227
2016-01-10 11:00:00,10.6025,12.21515,12.42885,12.427050000000001,12.027750000000001
2016-01-10 12:00:00,10.5379,12.0901,12.4533,12.4114,11.8328
2016-01-10 13:00:00,10.7096,12.1761,12.52815,12.177700000000002,11.8126
2016-01-10 14:00:00,10.8813,12.2621,12.603,11.944,11.7924
2016-01-10 15:00:00,10.958,12.30405,12.52885,11.8947,11.7915
2016-01-10 16:00:00,11.0347,12.346,12.4547,11.8454,11.7906
2016-01-10 17:00:00,10.962250000000001,12.2401,12.468,12.0376,11.8609
2016-01-10 18:00:00,10.8898,12.1342,12.4813,12.2298,11.9312
2016-01-10 19:00:00,10.8409,12.12965,12.4255,12.3174,11.999500000000001
2016-01-10 20:00:00,10.792,12.1251,12.3697,12.405,12.0678
2016-01-10 21:00:00,10.70925,12.2104,12.368,12.42425,12.1792
2016-01-10 22:00:00,10.6265,12.2957,12.3663,12.4435,12.2906
2016-01-10 23:00:00,10.6265,12.0771,12.37165,12.417100000000001,11.9809
2016-01-11 00:00:00,10.6265,11.8585,12.377,12.3907,11.6712
2016-01-11 01:00:00,10.73485,11.9845,12.43685,12.0365,11.6577
2016-01-11 02:00:00,10.8432,12.1105,12.4967,11.6823,11.6442
2016-01-11 03:00:00,10.95355,12.2527,12.2457,11.6771,11.64385
2016-01-11 04:00:00,11.0639,12.3949,11.9947,11.6719,11.6435
2016-01-11 05:00:00,11.07865,12.33095,12.17845,11.7401,11.64395
2016-01-11 06:00:00,11.0934,12.267,12.3622,11.8083,11.6444
2016-01-11 07:00:00,11.011800000000001,12.137,12.37215,11.94105,11.70005
2016-01-11 08:00:00,10.9302,12.007,12.3821,12.0738,11.7557
2016-01-11 09:00:00,10.903849999999998,12.0583,12.369299999999999,12.140550000000001,11.860499999999998
2016-01-11 10:00:00,10.8775,12.1096,12.3565,12.2073,11.9653
2016-01-11 11:00:00,10.78145,12.01885,12.358450000000001,12.243649999999999,11.78455
2016-01-11 12:00:00,10.6854,11.9281,12.3604,12.28,11.6038
2016-01-11 13:00:00,10.81405,11.998899999999999,12.377749999999999,12.052399999999999,11.5724
2016-01-11 14:00:00,10.9427,12.0697,12.3951,11.8248,11.541
2016-01-11 15:00:00,11.0215,12.18205,12.257200000000001,11.6938,11.53755
2016-01-11 16:00:00,11.1003,12.2944,12.1193,11.5628,11.5341
2016-01-11 17:00:00,11.0947,12.22825,12.2232,11.669550000000001,11.536850000000001
2016-01-11 18:00:00,11.0891,12.1621,12.3271,11.7763,11.5396
2016-01-11 19:00:00,11.00655,12.0592,12.3262,11.8838,11.604800000000001
2016-01-11 20:00:00,10.924,11.9563,12.3253,11.9913,11.67
2016-01-11 21:00:00,10.861149999999999,12.02095,12.315249999999999,12.0959,11.82715
2016-01-11 22:00:00,10.7983,12.0856,12.3052,12.2005,11.9843
2016-01-11 23:00:00,10.787949999999999,12.084399999999999,12.30185,12.22615,11.727699999999999
2016-01-12 00:00:00,10.7776,12.0832,12.2985,12.2518,11.4711
2016-01-12 01:00:00,10.773,11.98545,12.292850000000001,12.11375,11.4604
2016-01-12 02:00:00,10.7684,11.8877,12.2872,11.9757,11.4497
2016-01-12 03:00:00,10.9195,12.0674,12.090150000000001,11.721599999999999,11.4535
2016-01-12 04:00:00,11.0706,12.2471,11.8931,11.4675,11.4573
2016-01-12 05:00:00,11.1476,12.2497,11.879999999999999,11.4741,11.466899999999999
2016-01-12 06:00:00,11.2246,12.2523,11.8669,11.4807,11.4765
2016-01-12 07:00:00,11.11365,12.10605,12.0593,11.6196,11.501
2016-01-12 08:00:00,11.0027,11.9598,12.2517,11.7585,11.5255
2016-01-12 09:00:00,10.9471,11.9177,12.23695,11.84525,11.589749999999999
2016-01-12 10:00:00,10.8915,11.8756,12.2222,11.932,11.654
2016-01-12 11:00:00,10.780100000000001,11.898299999999999,12.219000000000001,11.9357,11.69725
2016-01-12 12:00:00,10.6687,11.921,12.2158,11.9394,11.7405
2016-01-12 13:00:00,10.6888,11.881799999999998,12.192499999999999,11.83645,11.5935
2016-01-12 14:00:00,10.7089,11.8426,12.1692,11.7335,11.4465
2016-01-12 15:00:00,10.86505,11.98505,12.045300000000001,11.59145,11.449
2016-01-12 16:00:00,11.0212,12.1275,11.9214,11.4494,11.4515
2016-01-12 17:00:00,11.0875,12.13785,11.8453,11.453700000000001,11.45535
2016-01-12 18:00:00,11.1538,12.1482,11.7692,11.458,11.4592
2016-01-12 19:00:00,11.0454,12.0212,11.94575,11.5471,11.473199999999999
2016-01-12 20:00:00,10.937,11.8942,12.1223,11.6362,11.4872
2016-01-12 21:00:00,10.85435,11.83605,12.107,11.7458,11.5593
2016-01-12 22:00:00,10.7717,11.7779,12.0917,11.8554,11.6314
2016-01-12 23:00:00,10.6735,11.81815,12.08885,11.8905,11.694299999999998
2016-01-13 00:00:00,10.5753,11.8584,12.086,11.9256,11.7572
2016-01-13 01:00:00,10.46395,11.767900000000001,12.075800000000001,11.80725,11.606
2016-01-13 02:00:00,10.3526,11.6774,12.0656,11.6889,11.4548
2016-01-13 03:00:00,10.6074,11.8169,12.00295,11.573450000000001,11.4649
2016-01-13 04:00:00,10.8622,11.9564,11.9403,11.458,11.475
2016-01-13 05:00:00,10.9728,12.004850000000001,11.812750000000001,11.468250000000001,11.4849
2016-01-13 06:00:00,11.0834,12.0533,11.6852,11.4785,11.4948
2016-01-13 07:00:00,11.013,11.9564,11.8383,11.530000000000001,11.499600000000001
2016-01-13 08:00:00,10.9426,11.8595,11.9914,11.5815,11.5044
2016-01-13 09:00:00,10.8368,11.75505,11.984950000000001,11.64325,11.51635
2016-01-13 10:00:00,10.731,11.6506,11.9785,11.705,11.5283
2016-01-13 11:00:00,10.59345,11.67505,11.97795,11.73115,11.578299999999999
2016-01-13 12:00:00,10.4559,11.6995,11.9774,11.7573,11.6283
2016-01-13 13:00:00,10.3515,11.6227,11.970199999999998,11.7485,11.5915
2016-01-13 14:00:00,10.2471,11.5459,11.963,11.7397,11.5547
2016-01-13 15:00:00,10.502099999999999,11.6921,11.93035,11.64365,11.56335
2016-01-13 16:00:00,10.7571,11.8383,11.8977,11.5476,11.572
2016-01-13 17:00:00,10.855699999999999,11.8829,11.81175,11.5561,11.5791
2016-01-13 18:00:00,10.9543,11.9275,11.7258,11.5646,11.5862
2016-01-13 19:00:00,10.888349999999999,11.83625,11.80505,11.59045,11.5801
2016-01-13 20:00:00,10.8224,11.745,11.8843,11.6163,11.574
2016-01-13 21:00:00,10.69965,11.6457,11.875599999999999,11.6632,11.575800000000001
2016-01-13 22:00:00,10.5769,11.5464,11.8669,11.7101,11.5776
2016-01-13 23:00:00,10.4722,11.59155,11.86605,11.74235,11.63485
